letter,input_days,output_days,experiment_name,weighted_metric
A,30,1,19_A_exp8,0.8188302469288278
A,30,1,19_A_exp32,0.8188073419461851
A,30,1,19_A_exp64,0.8395592621046667
A,30,7,19_A_exp8,0.753750413822795
A,30,7,19_A_exp32,0.7346287589015519
A,30,7,19_A_exp64,0.7600171262875097
A,60,1,19_A_exp8,0.8213077867754093
A,60,1,19_A_exp32,0.8382507871085394
A,60,1,19_A_exp64,0.8211176594391856
A,60,7,19_A_exp8,0.7887713173003592
A,60,7,19_A_exp32,0.747212698311586
A,60,7,19_A_exp64,0.7625365652071188
