letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,19_AB_exp8,0.8240661471574551
AB,30,1,19_AB_exp32,0.8278529788385168
AB,30,1,19_AB_exp64,0.8273340679381325
AB,30,7,19_AB_exp8,0.7417901167453048
AB,30,7,19_AB_exp32,0.7480217661321032
AB,30,7,19_AB_exp64,0.7670666843627079
AB,60,1,19_AB_exp8,0.8394993094438519
AB,60,1,19_AB_exp32,0.8304854782346197
AB,60,1,19_AB_exp64,0.8467153074428032
AB,60,7,19_AB_exp8,0.7844001918940879
AB,60,7,19_AB_exp32,0.7662988193851485
AB,60,7,19_AB_exp64,0.7707503569489831
