letter,input_days,output_days,experiment_name,weighted_metric
AA,30,1,19_AA_exp8,0.514558945431344
AA,30,1,19_AA_exp32,0.5478704166254649
AA,30,1,19_AA_exp64,0.5433389410896857
AA,30,7,19_AA_exp8,0.5613484346417623
AA,30,7,19_AA_exp32,0.5683579172696679
AA,30,7,19_AA_exp64,0.5603823689494001
AA,60,1,19_AA_exp8,0.5264731237750249
AA,60,1,19_AA_exp32,0.5450205302034723
AA,60,1,19_AA_exp64,0.5610660671709166
AA,60,7,19_AA_exp8,0.2628677331260607
AA,60,7,19_AA_exp32,0.39132060008757885
AA,60,7,19_AA_exp64,0.3892942935441245
