letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,19_M_exp8,0.7263636883085032
M,30,1,19_M_exp32,0.6983526509778408
M,30,1,19_M_exp64,0.7223822628311987
M,30,7,19_M_exp8,0.6038702152258532
M,30,7,19_M_exp32,0.6047471857710568
M,30,7,19_M_exp64,0.5939300836100195
M,60,1,19_M_exp8,0.6723734337870975
M,60,1,19_M_exp32,0.6896378564366503
M,60,1,19_M_exp64,0.7134087364120281
M,60,7,19_M_exp8,0.6298114319469974
M,60,7,19_M_exp32,0.6121883528966559
M,60,7,19_M_exp64,0.6109867568375773
