letter,input_days,output_days,experiment_name,weighted_metric
B,30,1,19_B_exp8,0.7363628166640548
B,30,1,19_B_exp32,0.7247466713173961
B,30,1,19_B_exp64,0.7438239215893883
B,30,7,19_B_exp8,0.6064545425774021
B,30,7,19_B_exp32,0.5999646485492087
B,30,7,19_B_exp64,0.5953704312860609
B,60,1,19_B_exp8,0.7116324517625933
B,60,1,19_B_exp32,0.7401959843175112
B,60,1,19_B_exp64,0.7373616108167768
B,60,7,19_B_exp8,0.6112512564633208
B,60,7,19_B_exp32,0.609419030166831
B,60,7,19_B_exp64,0.6108772486028254
