,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
11,1,0,0,0,1,60,7,0.010658944956958294,0.010658943094313143,228682.3125,0.07048022001981735,2026,257.3614957332611,8_A_exp64,8_A.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays7,150,Network 1,A,Min
10,1,0,0,0,1,60,1,0.018016617745161057,0.018016617745161057,197239.71875,0.08599304407835008,2032,88.49863934516907,8_A_exp64,8_A.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays1,52,Network 1,A,Max
11,1,0,0,0,1,60,7,0.010030313394963741,0.010030312463641168,163284.6875,0.06789381802082063,2026,263.4339420795441,8_G_exp64,8_G.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays7,150,Network 2,G,Min
3,1,0,0,0,1,60,7,0.018107026815414432,0.018107026815414432,568999.4375,0.09689708799123764,2026,144.198646068573,8_N_exp8,8_N.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays7,116,Network 2,N,Max
11,1,0,0,0,1,60,7,0.010475113056600094,0.010475112125277521,118127.0078125,0.0686132088303566,2026,257.5541746616364,8_T_exp64,8_T.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays7,150,Network 3,T,Min
10,1,0,0,0,1,60,1,0.020892072468996048,0.020892072468996048,159353.796875,0.08979294449090958,2032,89.62094116210938,8_T_exp64,8_T.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays1,53,Network 3,T,Max
11,1,0,0,0,1,60,7,0.010654007084667684,0.010654007084667684,129150.015625,0.07064088433980943,2026,263.8066923618317,8_AD_exp64,8_AD.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays7,150,Network 4,AD,Min
8,1,0,0,0,1,30,1,0.02232346497476101,0.02232346497476101,112654.15625,0.09100890904664992,2062,99.03437399864195,8_AD_exp64,8_AD.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays1,60,Network 4,AD,Max
