,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
0,D,30,1,5_D_exp8,0.013352316909844113,0.015556609642106235,Min
3,D,30,7,5_D_exp8,0.01789693349069849,0.015556609642106235,Max
5,I,30,7,5_I_exp64,0.025150803071398702,0.028689114659339755,Min
9,I,60,7,5_I_exp8,0.03320784626778254,0.028689114659339755,Max
8,C,60,1,5_C_exp64,0.013877717326827271,0.015644059091633588,Min
9,C,60,7,5_C_exp8,0.018561853863990185,0.015644059091633588,Max
7,F,60,1,5_F_exp32,0.012343805043276436,0.015270752601863181,Min
9,F,60,7,5_F_exp8,0.0184061687401275,0.015270752601863181,Max
6,Q,60,1,5_Q_exp8,0.013755517867729834,0.015511838182778166,Min
9,Q,60,7,5_Q_exp8,0.01843809780002255,0.015511838182778166,Max
2,AA,30,1,5_AA_exp64,0.013425861466099923,0.015621659840389934,Min
3,AA,30,7,5_AA_exp8,0.01857311305465157,0.015621659840389934,Max
7,AI,60,1,5_AI_exp32,0.013112697227061102,0.015357172658308521,Min
3,AI,30,7,5_AI_exp8,0.018141232421333642,0.015357172658308521,Max
8,B,60,1,5_B_exp64,0.012700139756132031,0.014946642309376054,Min
3,B,30,7,5_B_exp8,0.01786197067151979,0.014946642309376054,Max
1,J,30,1,5_J_exp32,0.013571765014575314,0.015602188102846573,Min
9,J,60,7,5_J_exp8,0.018217616253676492,0.015602188102846573,Max
2,M,30,1,5_M_exp64,0.0130182632158712,0.015311283254243843,Min
9,M,60,7,5_M_exp8,0.01805757767684066,0.015311283254243843,Max
1,V,30,1,5_V_exp32,0.013582804585931842,0.01567593950552616,Min
9,V,60,7,5_V_exp8,0.01796025654166629,0.01567593950552616,Max
2,AF,30,1,5_AF_exp64,0.012999038658460084,0.015299548054933288,Min
3,AF,30,7,5_AF_exp8,0.018049353724057526,0.015299548054933288,Max
7,A,60,1,5_A_exp32,0.011578206904232502,0.015223912817115584,Min
3,A,30,7,5_A_exp8,0.018828315660357475,0.015223912817115584,Max
2,G,30,1,5_G_exp64,0.012032703496515751,0.014743444820245108,Min
3,G,30,7,5_G_exp8,0.01790499500930309,0.014743444820245108,Max
2,N,30,1,5_N_exp64,0.011931044049561024,0.015167093059668938,Min
3,N,30,7,5_N_exp8,0.018351929262280464,0.015167093059668938,Max
8,T,60,1,5_T_exp64,0.012263979762792587,0.014827332537000379,Min
9,T,60,7,5_T_exp8,0.018644724041223533,0.014827332537000379,Max
7,W,60,1,5_W_exp32,0.011900567449629309,0.01531158434227109,Min
3,W,30,7,5_W_exp8,0.01819753274321556,0.01531158434227109,Max
7,Y,60,1,5_Y_exp32,0.012462734244763851,0.015188801878442367,Min
3,Y,30,7,5_Y_exp8,0.018722422420978543,0.015188801878442367,Max
2,AB,30,1,5_AB_exp64,0.012694524601101877,0.01538955350406468,Min
9,AB,60,7,5_AB_exp8,0.018245117738842964,0.01538955350406468,Max
2,AD,30,1,5_AD_exp64,0.012928299605846405,0.0148725559314092,Min
9,AD,60,7,5_AD_exp8,0.017659539356827736,0.0148725559314092,Max
2,AG,30,1,5_AG_exp64,0.013053279370069506,0.015621545414129892,Min
9,AG,60,7,5_AG_exp8,0.017747748643159866,0.015621545414129892,Max
