,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
6,1,0,0,0,1,60,1,0.011578206904232502,0.011578206904232502,193634.984375,0.07830236107110977,2032,52.39811658859253,5_A_exp32,5_A.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays1,64,Network 1,A,Min
1,1,0,0,0,1,30,7,0.01882831379771233,0.018828315660357475,80137.5625,0.1023944616317749,2056,88.35364937782288,5_A_exp8,5_A.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays7,100,Network 1,A,Max
8,1,0,0,0,1,30,1,0.011931044049561024,0.011931044049561024,61408.14453125,0.08011256903409958,2062,34.49970579147339,5_N_exp64,5_N.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays1,42,Network 2,N,Min
1,1,0,0,0,1,30,7,0.018351929262280464,0.018351929262280464,174772.84375,0.10128211975097656,2056,84.08548855781554,5_N_exp8,5_N.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays7,100,Network 2,N,Max
6,1,0,0,0,1,60,1,0.011900567449629309,0.011900567449629309,113543.8046875,0.07923568785190582,2032,66.82219529151918,5_W_exp32,5_W.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays1,82,Network 3,W,Min
1,1,0,0,0,1,30,7,0.0187224205583334,0.018722422420978543,162603.734375,0.10214360058307648,2056,68.48963403701782,5_Y_exp8,5_Y.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays7,81,Network 3,Y,Max
8,1,0,0,0,1,30,1,0.01292830053716898,0.012928299605846405,79557.6953125,0.08212687820196153,2062,43.75704908370972,5_AD_exp64,5_AD.v1.l0.ds0.l_combo0.ds_combo1.idays30.odays1,54,Network 4,AD,Min
3,1,0,0,0,1,60,7,0.017659539356827736,0.017659539356827736,160854.59375,0.09923145920038223,2026,84.79208016395569,5_AD_exp8,5_AD.v1.l0.ds0.l_combo0.ds_combo1.idays60.odays7,100,Network 4,AD,Max
