,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
282,1.0,1.0,1.0,9.0,4.0,60.0,1.0,0.1764518916606903,0.1764518916606903,0.688622772693634,0.1818181872367859,0.04444444552063942,4.0,226.0,18.0,86.0,3333.0,40.07562279701233,13_D_exp32,13_D.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays1,17.0,Network 1,D,Min
62,1.0,1.0,1.0,5.0,1.0,60.0,1.0,0.042658627033233636,0.042658627033233636,0.9523809552192688,0.7777777910232544,0.6774193644523621,21.0,299.0,6.0,10.0,3360.0,236.40531277656555,13_D_exp8,13_D.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays1,100.0,Network 1,D,Max
474,1.0,1.0,1.0,11.0,3.0,60.0,1.0,0.16215240955352786,0.16215240955352786,0.6168830990791321,0.0882352963089943,0.03333333507180214,3.0,187.0,31.0,87.0,3080.0,35.16056299209595,13_I_exp64,13_I.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays1,16.0,Network 2,I,Min
196,1.0,1.0,1.0,2.0,1.0,30.0,1.0,0.04826907813549042,0.04826907813549042,0.9451219439506532,0.7777777910232544,0.8139534592628479,35.0,275.0,10.0,8.0,3272.0,140.52797150611877,13_I_exp32,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,61.0,Network 2,I,Max
