,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
20,1,0,1,0,2,30,1,0.003236475167796016,0.003236475167796016,8863021.0,0.020642954856157303,2062,23.47695088386536,18_C_exp32,18_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,33,Network 1,C,Min
13,1,0,1,0,4,30,7,0.038867752999067307,0.038867752999067307,436675.28125,0.1556633710861206,2056,41.83787965774536,18_C_exp8,18_C.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,56,Network 1,C,Max
37,1,0,1,0,2,30,7,0.003203325439244509,0.0032033252064138647,8502429.0,0.01989407278597355,2056,36.69984221458435,18_Q_exp64,18_Q.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,49,Network 2,Q,Min
13,1,0,1,0,4,30,7,0.042062360793352134,0.042062360793352134,435628.46875,0.16329070925712585,2056,27.84496378898621,18_F_exp8,18_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,37,Network 2,F,Max
36,1,0,1,0,2,30,1,0.0031956578604876995,0.0031956578604876995,9954732.0,0.021631782874464992,2062,42.905514717102044,18_AA_exp64,18_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,60,Network 3,AA,Min
13,1,0,1,0,4,30,7,0.04034412652254105,0.04034412652254105,434565.71875,0.1612858921289444,2056,23.23557138442993,18_AA_exp8,18_AA.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,31,Network 3,AA,Max
6,1,0,1,0,2,60,1,0.003242806764319539,0.003242806764319539,9460492.0,0.02123243547976017,2032,71.56776118278503,18_F_exp8,18_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,100,Network 4,F,Min
13,1,0,1,0,4,30,7,0.042062360793352134,0.042062360793352134,435628.46875,0.16329070925712585,2056,27.84496378898621,18_F_exp8,18_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,37,Network 4,F,Max
