,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
8,C,60,1,18_C_exp64,0.01304818703748428,0.01564524794694414,Min
3,C,30,7,18_C_exp8,0.01816211019990226,0.01564524794694414,Max
2,F,30,1,18_F_exp64,0.013270999831882749,0.015864055426241728,Min
3,F,30,7,18_F_exp8,0.01872438718186041,0.015864055426241728,Max
2,Q,30,1,18_Q_exp64,0.013245360838899916,0.01566527203400137,Min
3,Q,30,7,18_Q_exp8,0.018200059703208114,0.01566527203400137,Max
8,AA,60,1,18_AA_exp64,0.0131140377408152,0.015679284919460305,Min
3,AA,30,7,18_AA_exp8,0.0182810843126786,0.015679284919460305,Max
8,B,60,1,18_B_exp64,0.012646972413428804,0.015308237042682069,Min
3,B,30,7,18_B_exp8,0.01797035349417104,0.015308237042682069,Max
2,J,30,1,18_J_exp64,0.013382250890937862,0.016041664560763627,Min
9,J,60,7,18_J_exp8,0.018608693176051648,0.016041664560763627,Max
2,M,30,1,18_M_exp64,0.012979648082681962,0.015577737367867925,Min
9,M,60,7,18_M_exp8,0.0181706590025405,0.015577737367867925,Max
2,V,30,1,18_V_exp64,0.013429167141255579,0.016021635455407638,Min
9,V,60,7,18_V_exp8,0.018593964171395347,0.016021635455407638,Max
8,A,60,1,18_A_exp64,0.012433555908501148,0.015186342255522808,Min
10,A,60,7,18_A_exp32,0.018227936699986458,0.015186342255522808,Max
1,G,30,1,18_G_exp32,0.012622612528502941,0.015536233705158034,Min
9,G,60,7,18_G_exp8,0.019092576578259468,0.015536233705158034,Max
2,N,30,1,18_N_exp64,0.012507511302828787,0.015250491444021463,Min
10,N,60,7,18_N_exp32,0.018027471378445625,0.015250491444021463,Max
2,T,30,1,18_T_exp64,0.01248167920857668,0.015490284267192086,Min
9,T,60,7,18_T_exp8,0.018683526664972302,0.015490284267192086,Max
7,W,60,1,18_W_exp32,0.012442498467862606,0.015243700317417582,Min
9,W,60,7,18_W_exp8,0.017968034371733662,0.015243700317417582,Max
8,Y,60,1,18_Y_exp64,0.012437876313924793,0.015328137902542949,Min
9,Y,60,7,18_Y_exp8,0.017985835671424866,0.015328137902542949,Max
1,AB,30,1,18_AB_exp32,0.012588592246174812,0.015244318715607127,Min
3,AB,30,7,18_AB_exp8,0.01793394424021244,0.015244318715607127,Max
2,AD,30,1,18_AD_exp64,0.01256854273378849,0.01560502895154059,Min
4,AD,30,7,18_AD_exp32,0.018528172746300697,0.01560502895154059,Max
