letter,input_days,output_days,experiment_name,weighted_metric
G,30,1,14_G_exp8,0.9107890725135804
G,30,1,14_G_exp32,0.9239935874938964
G,30,1,14_G_exp64,0.9008051753044128
G,30,7,14_G_exp8,0.9283402562141418
G,30,7,14_G_exp32,0.9221451878547668
G,30,7,14_G_exp64,0.9444752931594848
G,60,1,14_G_exp8,0.9111111164093018
G,60,1,14_G_exp32,0.9352940917015076
G,60,1,14_G_exp64,0.9209150075912476
G,60,7,14_G_exp8,0.9044334888458252
G,60,7,14_G_exp32,0.9183204174041748
G,60,7,14_G_exp64,0.9295800924301147
