letter,input_days,output_days,experiment_name,weighted_metric
G,30,1,7_G_exp8,0.013240575790405272
G,30,1,7_G_exp32,0.012599097564816477
G,30,1,7_G_exp64,0.01255545485764742
G,30,7,7_G_exp8,0.016463536769151688
G,30,7,7_G_exp32,0.016313167288899418
G,30,7,7_G_exp64,0.01453978195786476
G,60,1,7_G_exp8,0.013557701371610165
G,60,1,7_G_exp32,0.01192160788923502
G,60,1,7_G_exp64,0.011452093720436094
G,60,7,7_G_exp8,0.016682226210832596
G,60,7,7_G_exp32,0.015975575894117355
G,60,7,7_G_exp64,0.013997597619891168
