,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
4,1,0,1,0,2,30,1,0.16262567043304446,0.16262567043304446,0.7648953199386597,0.0,0.0,0.0,2375.0,0.0,730.0,2062,78.16597366333008,10_C_exp8,10_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,53,Network 1,C,Min
34,1,0,1,0,1,60,1,0.04505988210439682,0.04505988210439682,0.93692809343338,0.8221415877342224,0.8266423344612122,453.0,2414.0,98.0,95.0,2032,46.78152871131897,10_C_exp64,10_C.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,32,Network 1,C,Max
6,1,0,1,0,2,60,1,0.15660613775253296,0.15660613775253296,0.7405228614807129,0.4233128726482392,0.08972691744565964,69.0,2197.0,94.0,700.0,2032,83.88395237922668,10_F_exp8,10_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,58,Network 2,F,Min
33,1,0,1,0,1,30,7,0.05067528411746025,0.05067529156804085,0.9298197031021118,0.8340316414833069,0.8165451288223267,3583.0,16529.0,713.0,805.0,2056,152.11778736114505,10_Q_exp64,10_Q.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,100,Network 2,Q,Max
5,1,0,1,0,2,30,7,0.19349616765975952,0.19349616765975952,0.7328709959983826,0.0,0.0,0.0,15852.0,0.0,5778.0,2056,34.55580639839173,10_AA_exp8,10_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,23,Network 3,AA,Min
16,1,0,1,0,1,30,1,0.05377134308218956,0.05377134308218956,0.9288244843482972,0.7402777671813965,0.9400352835655212,533.0,2351.0,187.0,34.0,2062,54.53481578826904,10_AA_exp32,10_AA.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,37,Network 3,AA,Max
6,1,0,1,0,2,60,1,0.15660613775253296,0.15660613775253296,0.7405228614807129,0.4233128726482392,0.08972691744565964,69.0,2197.0,94.0,700.0,2032,83.88395237922668,10_F_exp8,10_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,58,Network 4,F,Min
12,1,0,1,0,4,30,1,0.058705829083919525,0.058705829083919525,0.9281803369522096,0.8085106611251831,0.8457869887351991,532.0,2350.0,126.0,97.0,2062,146.6122522354126,10_F_exp8,10_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,100,Network 4,F,Max
