,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
156,1.0,1.0,1.0,10.0,2.0,30.0,1.0,0.21449068188667295,0.21449068188667295,0.6473429799079895,0.0,0.0,0.0,134.0,0.0,73.0,2062.0,62.49220657348633,10_D_exp8,10_D.v1.l1.ds1.l_combo10.ds_combo2.idays30.odays1,42.0,Network 1,D,Min
544,1.0,1.0,1.0,5.0,1.0,30.0,1.0,0.029447345063090324,0.029447345063090324,0.9587020874023438,0.8000000119209291,0.6896551847457886,20.0,305.0,5.0,9.0,3390.0,128.77702593803406,10_D_exp64,10_D.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,54.0,Network 1,D,Max
394,1.0,1.0,1.0,10.0,3.0,60.0,1.0,0.2346278429031372,0.2346278429031372,0.6372548937797546,0.0,0.0,0.0,130.0,0.0,74.0,2032.0,52.40734052658081,10_I_exp32,10_I.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays1,36.0,Network 2,I,Min
312,1.0,1.0,1.0,5.0,1.0,30.0,1.0,0.049166098237037666,0.049166098237037666,0.9410029649734496,0.0,0.0,0.0,319.0,0.0,20.0,3390.0,142.1654992103577,10_I_exp32,10_I.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,59.0,Network 2,I,Max
