,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
9,D,60,7,10_D_exp8,0.7790862461552024,0.7903766772554567,Min
5,D,30,7,10_D_exp64,0.8081212723627687,0.7903766772554567,Max
7,I,60,1,10_I_exp32,0.7616241993382573,0.7702669992577285,Min
1,I,30,1,10_I_exp32,0.7791190128773451,0.7702669992577285,Max
0,C,30,1,10_C_exp8,0.8536231815814972,0.8765875647465388,Min
8,C,60,1,10_C_exp64,0.901062086224556,0.8765875647465388,Max
6,F,60,1,10_F_exp8,0.8589052259922028,0.8719975178440412,Min
5,F,30,7,10_F_exp64,0.8876791596412659,0.8719975178440412,Max
9,Q,60,7,10_Q_exp8,0.8589256554841995,0.8704516229530176,Min
10,Q,60,7,10_Q_exp32,0.8844710290431976,0.8704516229530176,Max
3,AA,30,7,10_AA_exp8,0.8441285192966461,0.8648784173031648,Min
5,AA,30,7,10_AA_exp64,0.8848127573728561,0.8648784173031648,Max
9,B,60,7,10_B_exp8,0.8935931722323099,0.908936772081587,Min
5,B,30,7,10_B_exp64,0.9301981608072916,0.908936772081587,Max
9,J,60,7,10_J_exp8,0.8763897220293679,0.8882528195778528,Min
5,J,30,7,10_J_exp64,0.9079256057739258,0.8882528195778528,Max
3,M,30,7,10_M_exp8,0.8788516402244568,0.8900277352995344,Min
5,M,30,7,10_M_exp64,0.9082604130109152,0.8900277352995344,Max
8,V,60,1,10_V_exp64,0.8736611247062683,0.8886519577768114,Min
11,V,60,7,10_V_exp64,0.9067067543665568,0.8886519577768114,Max
3,A,30,7,10_A_exp8,0.8700416088104248,0.9154521077871323,Min
8,A,60,1,10_A_exp64,0.9388889074325562,0.9154521077871323,Max
9,G,60,7,10_G_exp8,0.8858081102371216,0.9071582208077112,Min
4,G,30,7,10_G_exp32,0.925751268863678,0.9071582208077112,Max
9,N,60,7,10_N_exp8,0.8871686458587646,0.9131856262683868,Min
6,N,60,1,10_N_exp8,0.934313714504242,0.9131856262683868,Max
9,T,60,7,10_T_exp8,0.9003987908363342,0.918460855881373,Min
7,T,60,1,10_T_exp32,0.936274528503418,0.918460855881373,Max
3,W,30,7,10_W_exp8,0.8958390951156616,0.9156399369239807,Min
11,W,60,7,10_W_exp64,0.94815856218338,0.9156399369239807,Max
10,Y,60,7,10_Y_exp32,0.8957541584968567,0.9120284467935562,Min
8,Y,60,1,10_Y_exp64,0.9323529601097108,0.9120284467935562,Max
7,AB,60,1,10_AB_exp32,0.8960784077644348,0.9081357767184576,Min
11,AB,60,7,10_AB_exp64,0.9371803998947144,0.9081357767184576,Max
7,AD,60,1,10_AD_exp32,0.8872548937797546,0.9157639940579733,Min
1,AD,30,1,10_AD_exp32,0.9310789108276368,0.9157639940579733,Max
