,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
6,D,60,1,11_D_exp8,0.7625840057929358,0.7720513257922398,Min
10,D,60,7,11_D_exp32,0.7841141261160373,0.7720513257922398,Max
0,I,30,1,11_I_exp8,0.7491928003728391,0.7547517029775513,Min
11,I,60,7,11_I_exp64,0.7607304826378823,0.7547517029775513,Max
9,C,60,7,11_C_exp8,0.8536867698033651,0.8717642807298236,Min
8,C,60,1,11_C_exp64,0.9011982679367064,0.8717642807298236,Max
7,F,60,1,11_F_exp32,0.8473856250445048,0.862541721926795,Min
0,F,30,1,11_F_exp8,0.8762211600939432,0.862541721926795,Max
6,Q,60,1,11_Q_exp8,0.8283224503199259,0.8541475236415863,Min
8,Q,60,1,11_Q_exp64,0.8814814885457357,0.8541475236415863,Max
7,AA,60,1,11_AA_exp32,0.8179738720258077,0.8541495237085553,Min
8,AA,60,1,11_AA_exp64,0.8767973780632019,0.8541495237085553,Max
0,B,30,1,11_B_exp8,0.8588839650154114,0.8753246963024139,Min
5,B,30,7,11_B_exp64,0.9057482520739236,0.8753246963024139,Max
1,J,30,1,11_J_exp32,0.8280248959859212,0.8482670982678732,Min
11,J,60,7,11_J_exp64,0.8637965083122253,0.8482670982678732,Max
8,M,60,1,11_M_exp64,0.8311094244321188,0.8517015599542194,Min
11,M,60,7,11_M_exp64,0.8752089977264405,0.8517015599542194,Max
0,V,30,1,11_V_exp8,0.8299289266268413,0.8506434523397021,Min
11,V,60,7,11_V_exp64,0.8706677635510762,0.8506434523397021,Max
3,A,30,7,11_A_exp8,0.8812297582626343,0.905075470606486,Min
7,A,60,1,11_A_exp32,0.9356209039688108,0.905075470606486,Max
0,G,30,1,11_G_exp8,0.8840579986572266,0.9053491403659185,Min
11,G,60,7,11_G_exp64,0.9216045141220092,0.9053491403659185,Max
0,N,30,1,11_N_exp8,0.8518518805503845,0.8972581028938293,Min
4,N,30,7,11_N_exp32,0.9159038662910458,0.8972581028938293,Max
2,T,30,1,11_T_exp64,0.8756843805313109,0.901184062163035,Min
4,T,30,7,11_T_exp32,0.9193249940872192,0.901184062163035,Max
0,W,30,1,11_W_exp8,0.8753623366355896,0.8977001011371613,Min
5,W,30,7,11_W_exp64,0.9232085347175598,0.8977001011371613,Max
2,Y,30,1,11_Y_exp64,0.884380042552948,0.8956825335820516,Min
11,Y,60,7,11_Y_exp64,0.914567232131958,0.8956825335820516,Max
2,AB,30,1,11_AB_exp64,0.8856682777404785,0.9032618552446365,Min
8,AB,60,1,11_AB_exp64,0.9267973899841307,0.9032618552446365,Max
6,AD,60,1,11_AD_exp8,0.8715686202049255,0.9025209744771322,Min
9,AD,60,7,11_AD_exp8,0.9149425029754642,0.9025209744771322,Max
