,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
1,1,0,0,0,0,30,7,0.08385319262742996,0.08385318517684938,0.8812297582626343,0.7097034454345703,0.7568846940994263,3518.0,15543.0,1439.0,1130.0,2056,125.89662504196168,11_A_exp8,11_A.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,84,Network 1,A,Min
6,1,0,0,0,0,60,1,0.04615786671638489,0.04615786671638489,0.9356209039688109,0.8137715458869934,0.8695651888847351,520.0,2343.0,119.0,78.0,2032,108.70652103424072,11_A_exp32,11_A.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,74,Network 1,A,Max
0,1,0,0,0,0,30,1,0.1010649874806404,0.1010649874806404,0.8518518805503845,0.6443662047386169,0.7776203751564026,549.0,2096.0,303.0,157.0,2062,75.09577512741089,11_N_exp8,11_N.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays1,50,Network 2,N,Min
11,1,0,0,0,0,60,7,0.05785742774605751,0.057857431471347816,0.9216045141220092,0.8028237819671631,0.7929790616035461,3298.0,16346.0,810.0,861.0,2026,147.90051031112668,11_G_exp64,11_G.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays7,100,Network 2,G,Max
0,1,0,0,0,0,30,1,0.08635073155164719,0.08635073155164719,0.8753623366355896,0.7305764555931091,0.7721854448318481,583.0,2135.0,215.0,172.0,2062,74.08980298042296,11_W_exp8,11_W.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays1,50,Network 3,W,Min
10,1,0,0,0,0,60,1,0.0534684993326664,0.0534684993326664,0.9267973899841307,0.8715328574180603,0.8144611120223999,597.0,2239.0,88.0,136.0,2032,97.78147792816162,11_AB_exp64,11_AB.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,67,Network 3,AB,Max
2,1,0,0,0,0,60,1,0.08667135238647461,0.08667135238647461,0.8715686202049255,0.7193627357482909,0.7816244959831238,587.0,2080.0,229.0,164.0,2032,82.60819458961488,11_AD_exp8,11_AD.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,56,Network 4,AD,Min
3,1,0,0,0,0,60,7,0.060590960085392,0.060590960085392,0.914942502975464,0.7836087346076965,0.8061107397079468,3509.0,15993.0,969.0,844.0,2026,149.56281518936154,11_AD_exp8,11_AD.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays7,100,Network 4,AD,Max
