letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,17_Y_exp8,0.8241603171119741
Y,30,1,17_Y_exp32,0.8399348939785108
Y,30,1,17_Y_exp64,0.8383002155188181
Y,30,7,17_Y_exp8,0.7616550407468181
Y,30,7,17_Y_exp32,0.7531665886206209
Y,30,7,17_Y_exp64,0.7607352346214084
Y,60,1,17_Y_exp8,0.8356560530200863
Y,60,1,17_Y_exp32,0.8434782650387914
Y,60,1,17_Y_exp64,0.8350150012409399
Y,60,7,17_Y_exp8,0.7797750386284573
Y,60,7,17_Y_exp32,0.7565349360805771
Y,60,7,17_Y_exp64,0.7915683572320369
