letter,input_days,output_days,experiment_name,weighted_metric
D,30,1,17_D_exp8,0.3275311003325526
D,30,1,17_D_exp32,0.3415880036320433
D,30,1,17_D_exp64,0.34287277613136263
D,30,7,17_D_exp8,0.3055480329197956
D,30,7,17_D_exp32,0.2985844361409425
D,30,7,17_D_exp64,0.29130262169379373
D,60,1,17_D_exp8,0.32253629639156134
D,60,1,17_D_exp32,0.3355728173516897
D,60,1,17_D_exp64,0.3324584198382742
D,60,7,17_D_exp8,0.29697865788059047
D,60,7,17_D_exp32,0.28973820541401213
D,60,7,17_D_exp64,0.2544993480708437
