letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,17_T_exp8,0.8224298977864276
T,30,1,17_T_exp32,0.8107639036736347
T,30,1,17_T_exp64,0.8186260426098851
T,30,7,17_T_exp8,0.7021914524613437
T,30,7,17_T_exp32,0.7758249503546029
T,30,7,17_T_exp64,0.7589518170099957
T,60,1,17_T_exp8,0.8092181930577065
T,60,1,17_T_exp32,0.8011627885903971
T,60,1,17_T_exp64,0.8309859272764905
T,60,7,17_T_exp8,0.7278037021732751
T,60,7,17_T_exp32,0.7613290703395664
T,60,7,17_T_exp64,0.7832098308448713
