letter,input_days,output_days,experiment_name,weighted_metric
V,30,1,17_V_exp8,0.6836848840708579
V,30,1,17_V_exp32,0.6878801056396103
V,30,1,17_V_exp64,0.6604184401578355
V,30,7,17_V_exp8,0.5976545614196713
V,30,7,17_V_exp32,0.588730467158154
V,30,7,17_V_exp64,0.5922497314949705
V,60,1,17_V_exp8,0.6428027035108247
V,60,1,17_V_exp32,0.6982613616245602
V,60,1,17_V_exp64,0.7024126033136606
V,60,7,17_V_exp8,0.5921253100060166
V,60,7,17_V_exp32,0.6224251245276181
V,60,7,17_V_exp64,0.6090233583455166
