letter,input_days,output_days,experiment_name,weighted_metric
Q,30,1,17_Q_exp8,0.5647079597651615
Q,30,1,17_Q_exp32,0.5609971582091022
Q,30,1,17_Q_exp64,0.45810362600296206
Q,30,7,17_Q_exp8,0.36770706873734016
Q,30,7,17_Q_exp32,0.5626646684846242
Q,30,7,17_Q_exp64,0.37763826349032825
Q,60,1,17_Q_exp8,0.5563735315051581
Q,60,1,17_Q_exp32,0.5341399619437217
Q,60,1,17_Q_exp64,0.5492581749624449
Q,60,7,17_Q_exp8,0.3710400829773278
Q,60,7,17_Q_exp32,0.5229596142626031
Q,60,7,17_Q_exp64,0.5140218484093649
