letter,input_days,output_days,experiment_name,weighted_metric
I,30,1,17_I_exp8,0.2668474008961005
I,30,1,17_I_exp32,0.28801908369601253
I,30,1,17_I_exp64,0.28704654708759053
I,30,7,17_I_exp8,0.24136359993018444
I,30,7,17_I_exp32,0.2339620505276722
I,30,7,17_I_exp64,0.24531913309595618
I,60,1,17_I_exp8,0.2814394433060186
I,60,1,17_I_exp32,0.3007888924412035
I,60,1,17_I_exp64,0.2859484338257464
I,60,7,17_I_exp8,0.2512504185825021
I,60,7,17_I_exp32,0.25198747735570853
I,60,7,17_I_exp64,0.23700747014417442
