letter,input_days,output_days,experiment_name,weighted_metric
C,30,1,17_C_exp8,0.5604918189023493
C,30,1,17_C_exp32,0.5877771208057777
C,30,1,17_C_exp64,0.5595313241514279
C,30,7,17_C_exp8,0.3607915879642668
C,30,7,17_C_exp32,0.5534108412536671
C,30,7,17_C_exp64,0.5462801006614676
C,60,1,17_C_exp8,0.6196503137183745
C,60,1,17_C_exp32,0.5204319078275933
C,60,1,17_C_exp64,0.591546906873805
C,60,7,17_C_exp8,0.564103135161864
C,60,7,17_C_exp32,0.6954760728123556
C,60,7,17_C_exp64,0.6965761759178338
