letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,6_T_exp8,0.011914772912859915
T,30,1,6_T_exp32,0.012327645905315876
T,30,1,6_T_exp64,0.014519031159579754
T,30,7,6_T_exp8,0.01702316291630268
T,30,7,6_T_exp32,0.015982434153556824
T,30,7,6_T_exp64,0.013554816134274006
T,60,1,6_T_exp8,0.01243416965007782
T,60,1,6_T_exp32,0.012429584749042988
T,60,1,6_T_exp64,0.011907406151294708
T,60,7,6_T_exp8,0.01639039628207684
T,60,7,6_T_exp32,0.01584701985120773
T,60,7,6_T_exp64,0.014308887533843516
