,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
21,21,1,1,0,5,0,30,7,0.0519646517932415,0.0519646555185318,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,69.65363550186157,17_B_exp8,17_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,32,Network 1,B,Min
23,23,1,1,0,5,0,60,7,0.051603443920612335,0.05160345137119293,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354,41.80288577079772,17_B_exp8,17_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,19,Network 1,B,Min
141,141,1,1,0,5,0,30,7,0.05280467495322228,0.052804678678512566,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,34.953784465789795,17_B_exp64,17_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,16,Network 1,B,Min
32,32,1,1,0,8,0,30,1,0.06084945425391197,0.06084945425391197,0.8439716170367911,0.7828947305679321,0.9153845906257628,119.0,357.0,33.0,11.0,2598,140.54620695114136,17_B_exp8,17_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,87,Network 1,B,Max
20,20,1,1,0,5,0,30,1,0.049442734569311135,0.049442734569311135,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390,50.747342109680176,17_J_exp8,17_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,24,Network 2,J,Min
21,21,1,1,0,5,0,30,7,0.05474258586764336,0.05474258586764336,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,50.34272909164429,17_J_exp8,17_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,23,Network 2,J,Min
60,60,1,1,0,0,0,30,1,0.0663931593298912,0.0663931593298912,0.0,0.0,0.0,0.0,594.0,0.0,64.0,3287,51.80670619010925,17_J_exp32,17_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,25,Network 2,J,Min
81,81,1,1,0,5,0,30,7,0.052680101245641715,0.05268010869622231,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,37.270938158035285,17_J_exp32,17_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,17,Network 2,J,Min
121,121,1,1,0,0,0,30,7,0.069647416472435,0.069647416472435,0.0,0.0,0.0,0.0,4147.0,0.0,452.0,3281,29.410194396972656,17_J_exp64,17_J.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,14,Network 2,J,Min
141,141,1,1,0,5,0,30,7,0.050569817423820496,0.0505698136985302,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,34.49200534820557,17_J_exp64,17_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,16,Network 2,J,Min
102,102,1,1,0,10,0,60,1,0.08868864923715591,0.08868864923715591,0.8653295206640543,0.8251366019248962,0.9096385836601256,151.0,209.0,32.0,15.0,2032,52.52341890335083,17_J_exp32,17_J.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,39,Network 2,J,Max
0,0,1,1,0,0,0,30,1,0.06626137346029283,0.06626137346029283,0.0,0.0,0.0,0.0,594.0,0.0,64.0,3287,43.15975522994995,17_V_exp8,17_V.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,21,Network 3,V,Min
2,2,1,1,0,0,0,60,1,0.059878658503293984,0.059878658503293984,0.0,0.0,0.0,0.0,592.0,0.0,60.0,3257,44.00013089179993,17_V_exp8,17_V.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,21,Network 3,V,Min
21,21,1,1,0,5,0,30,7,0.05394664406776428,0.053946640342473984,0.0,0.0,0.0,0.0,4430.0,2.0,307.0,3384,75.04472041130066,17_V_exp8,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,35,Network 3,V,Min
22,22,1,1,0,5,0,60,1,0.05074809119105339,0.05074809119105339,0.0,0.0,0.0,0.0,630.0,0.0,42.0,3360,61.81190776824951,17_V_exp8,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,29,Network 3,V,Min
23,23,1,1,0,5,0,60,7,0.05198360607028008,0.05198360607028008,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354,54.838175296783454,17_V_exp8,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,25,Network 3,V,Min
80,80,1,1,0,5,0,30,1,0.04966840520501137,0.04966840520501137,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390,46.65970492362976,17_V_exp32,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,22,Network 3,V,Min
