,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
83,83,1,1,0,5,0,60,7,0.051210030913352966,0.05121002718806267,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354,35.0531792640686,17_V_exp32,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,16,Network 3,V,Min
120,120,1,1,0,0,0,30,1,0.06715396791696547,0.06715396791696547,0.0,0.0,0.0,0.0,594.0,0.0,64.0,3287,24.768765687942505,17_V_exp64,17_V.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,12,Network 3,V,Min
140,140,1,1,0,5,0,30,1,0.05104000121355057,0.05104000121355057,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390,32.3774847984314,17_V_exp64,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,15,Network 3,V,Min
141,141,1,1,0,5,0,30,7,0.05075738206505776,0.05075738206505776,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,37.024320363998406,17_V_exp64,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,17,Network 3,V,Min
143,143,1,1,0,5,0,60,7,0.050005611032247536,0.05000560730695725,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354,28.64794111251831,17_V_exp64,17_V.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,13,Network 3,V,Min
162,162,1,1,0,10,0,60,1,0.08137233555316925,0.08137233555316925,0.8806818131557546,0.8333333134651184,0.9337349534034728,155.0,210.0,31.0,11.0,2032,74.83101129531859,17_V_exp64,17_V.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,57,Network 3,V,Max
1,1,1,1,0,0,0,30,7,0.07103662192821503,0.07103661447763443,0.0,0.0,0.0,0.0,4147.0,0.0,452.0,3281,35.7630352973938,17_M_exp8,17_M.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,17,Network 4,M,Min
20,20,1,1,0,5,0,30,1,0.051338326185941696,0.051338326185941696,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390,55.40654468536377,17_M_exp8,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,26,Network 4,M,Min
22,22,1,1,0,5,0,60,1,0.049521226435899734,0.049521226435899734,0.0,0.0,0.0,0.0,630.0,0.0,42.0,3360,87.780522108078,17_M_exp8,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,41,Network 4,M,Min
23,23,1,1,0,5,0,60,7,0.050814371556043625,0.050814371556043625,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354,98.84142351150513,17_M_exp8,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,45,Network 4,M,Min
80,80,1,1,0,5,0,30,1,0.04951353743672371,0.04951353743672371,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390,39.20492911338806,17_M_exp32,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,18,Network 4,M,Min
81,81,1,1,0,5,0,30,7,0.051685597747564316,0.051685601472854614,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,30.1502468585968,17_M_exp32,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,14,Network 4,M,Min
83,83,1,1,0,5,0,60,7,0.05189667642116546,0.05189667642116546,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354,54.83565330505371,17_M_exp32,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,25,Network 4,M,Min
140,140,1,1,0,5,0,30,1,0.05025184527039528,0.05025184527039528,0.0,0.0,0.0,0.0,634.0,0.0,44.0,3390,30.31365513801575,17_M_exp64,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,14,Network 4,M,Min
141,141,1,1,0,5,0,30,7,0.050651933997869485,0.05065193772315979,0.0,0.0,0.0,0.0,4432.0,0.0,307.0,3384,32.3623948097229,17_M_exp64,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,15,Network 4,M,Min
143,143,1,1,0,5,0,60,7,0.04820961132645607,0.04820960387587546,0.0,0.0,0.0,0.0,4402.0,0.0,295.0,3354,34.77088475227356,17_M_exp64,17_M.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,16,Network 4,M,Min
94,94,1,1,0,8,0,60,1,0.060717646032571786,0.060717646032571786,0.8571428433567487,0.8181818127632141,0.8999999761581421,117.0,358.0,26.0,13.0,2568,164.01576757431033,17_M_exp32,17_M.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,100,Network 4,M,Max
