,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
5,5,1,0,1,0,2,30,7,0.20302312076091766,0.20302309095859528,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.12554860115052,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,14,Network 2,F,Min
6,6,1,0,1,0,2,60,1,0.17980453372001648,0.17980453372001648,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,65.49890089035034,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,50,Network 2,F,Min
7,7,1,0,1,0,2,60,7,0.2044738233089447,0.2044738531112671,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,20.485594987869266,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,15,Network 2,F,Min
14,14,1,0,1,0,4,60,1,0.20705534517765045,0.20705534517765045,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,21.490536451339718,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,16,Network 2,F,Min
15,15,1,0,1,0,4,60,7,0.20546309649944305,0.20546311140060425,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,21.57154607772827,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,16,Network 2,F,Min
20,20,1,0,1,0,2,30,1,0.17396745085716248,0.17396745085716248,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,59.2058584690094,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,45,Network 2,F,Min
21,21,1,0,1,0,2,30,7,0.17989863455295566,0.17989864945411682,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,85.28323364257812,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,63,Network 2,F,Min
22,22,1,0,1,0,2,60,1,0.1843911856412888,0.1843911856412888,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,45.992313623428345,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,35,Network 2,F,Min
23,23,1,0,1,0,2,60,7,0.1793535202741623,0.1793535202741623,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,64.22565603256226,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,48,Network 2,F,Min
36,36,1,0,1,0,2,30,1,0.17805452644824982,0.17805452644824982,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,63.011915683746345,17_F_exp64,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,48,Network 2,F,Min
37,37,1,0,1,0,2,30,7,0.179423987865448,0.1794239729642868,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,67.40333032608032,17_F_exp64,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,50,Network 2,F,Min
38,38,1,0,1,0,2,60,1,0.1777372658252716,0.1777372658252716,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,48.82210326194763,17_F_exp64,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,37,Network 2,F,Min
16,16,1,0,1,0,1,30,1,0.06670732796192169,0.06670732796192169,0.8312128907101362,0.8291032314300537,0.8333333134651184,1470.0,4128.0,303.0,294.0,2062,93.64985728263856,17_Q_exp32,17_Q.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,71,Network 2,Q,Max
4,4,1,0,1,0,2,30,1,0.18436481058597565,0.18436481058597565,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,83.82158541679381,17_AA_exp8,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,63,Network 3,AA,Min
5,5,1,0,1,0,2,30,7,0.20358145236968994,0.20358145236968994,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,17.930927276611328,17_AA_exp8,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,13,Network 3,AA,Min
6,6,1,0,1,0,2,60,1,0.18171408772468567,0.18171408772468567,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,132.21039414405823,17_AA_exp8,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,100,Network 3,AA,Min
7,7,1,0,1,0,2,60,7,0.20455822348594666,0.20455822348594666,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,19.349510908126828,17_AA_exp8,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,14,Network 3,AA,Min
15,15,1,0,1,0,4,60,7,0.2047353833913803,0.20473536849021912,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,20.30726432800293,17_AA_exp8,17_AA.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,15,Network 3,AA,Min
20,20,1,0,1,0,2,30,1,0.1868245154619217,0.1868245154619217,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,72.08192229270934,17_AA_exp32,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,54,Network 3,AA,Min
21,21,1,0,1,0,2,30,7,0.1889193058013916,0.1889193058013916,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,81.76700592041016,17_AA_exp32,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,61,Network 3,AA,Min
22,22,1,0,1,0,2,60,1,0.20747344195842746,0.20747344195842746,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,65.75833082199097,17_AA_exp32,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,50,Network 3,AA,Min
23,23,1,0,1,0,2,60,7,0.18227669596672053,0.18227671086788172,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,68.23290681838989,17_AA_exp32,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,50,Network 3,AA,Min
36,36,1,0,1,0,2,30,1,0.1815040409564972,0.1815040409564972,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,78.3602225780487,17_AA_exp64,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,59,Network 3,AA,Min
37,37,1,0,1,0,2,30,7,0.18206362426280973,0.18206363916397086,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,77.6380476951599,17_AA_exp64,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,56,Network 3,AA,Min
38,38,1,0,1,0,2,60,1,0.18435190618038172,0.18435190618038172,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,54.07180619239807,17_AA_exp64,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,41,Network 3,AA,Min
39,39,1,0,1,0,2,60,7,0.18289782106876373,0.18289782106876373,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,64.70198225975037,17_AA_exp64,17_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,48,Network 3,AA,Min
18,18,1,0,1,0,1,60,1,0.07019729167222978,0.07019729167222978,0.8346325024320037,0.8200218677520752,0.8497732281684875,1499.0,4012.0,329.0,265.0,2032,60.33549070358277,17_AA_exp32,17_AA.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,46,Network 3,AA,Max
4,4,1,0,1,0,2,30,1,0.20149120688438416,0.20149120688438416,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,18.927814245224,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,14,Network 4,F,Min
5,5,1,0,1,0,2,30,7,0.20302312076091766,0.20302309095859528,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.12554860115052,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,14,Network 4,F,Min
6,6,1,0,1,0,2,60,1,0.17980453372001648,0.17980453372001648,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,65.49890089035034,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,50,Network 4,F,Min
7,7,1,0,1,0,2,60,7,0.2044738233089447,0.2044738531112671,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,20.485594987869266,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,15,Network 4,F,Min
14,14,1,0,1,0,4,60,1,0.20705534517765045,0.20705534517765045,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,21.490536451339718,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,16,Network 4,F,Min
15,15,1,0,1,0,4,60,7,0.20546309649944305,0.20546311140060425,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,21.57154607772827,17_F_exp8,17_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,16,Network 4,F,Min
20,20,1,0,1,0,2,30,1,0.17396745085716248,0.17396745085716248,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,59.2058584690094,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,45,Network 4,F,Min
21,21,1,0,1,0,2,30,7,0.17989863455295566,0.17989864945411682,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,85.28323364257812,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,63,Network 4,F,Min
22,22,1,0,1,0,2,60,1,0.1843911856412888,0.1843911856412888,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,45.992313623428345,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,35,Network 4,F,Min
23,23,1,0,1,0,2,60,7,0.1793535202741623,0.1793535202741623,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,64.22565603256226,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,48,Network 4,F,Min
36,36,1,0,1,0,2,30,1,0.17805452644824982,0.17805452644824982,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,63.011915683746345,17_F_exp64,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,48,Network 4,F,Min
37,37,1,0,1,0,2,30,7,0.179423987865448,0.1794239729642868,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,67.40333032608032,17_F_exp64,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,50,Network 4,F,Min
38,38,1,0,1,0,2,60,1,0.1777372658252716,0.1777372658252716,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,48.82210326194763,17_F_exp64,17_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,37,Network 4,F,Min
16,16,1,0,1,0,1,30,1,0.07386515289545059,0.07386515289545059,0.8185607020865528,0.8027247786521912,0.8350340127944946,1473.0,4069.0,362.0,291.0,2062,67.56028580665588,17_F_exp32,17_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,51,Network 4,F,Max
