letter,input_days,output_days,experiment_name,weighted_metric
I,30,1,13_I_exp8,0.7885349430143833
I,30,1,13_I_exp32,0.792330902069807
I,30,1,13_I_exp64,0.7984961122274399
I,30,7,13_I_exp8,0.7697335605820019
I,30,7,13_I_exp32,0.7779773473739625
I,30,7,13_I_exp64,0.785660623262326
I,60,1,13_I_exp8,0.7791507877409457
I,60,1,13_I_exp32,0.7870155808826288
I,60,1,13_I_exp64,0.7974967223902544
I,60,7,13_I_exp8,0.7826531839867433
I,60,7,13_I_exp32,0.7876234749952951
I,60,7,13_I_exp64,0.7948758651812872
