letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,13_N_exp8,0.8959742188453674
N,30,1,13_N_exp32,0.9046698808670044
N,30,1,13_N_exp64,0.9236714839935304
N,30,7,13_N_exp8,0.8871937394142151
N,30,7,13_N_exp32,0.9104484319686891
N,30,7,13_N_exp64,0.9233009815216064
N,60,1,13_N_exp8,0.8941176533699036
N,60,1,13_N_exp32,0.9176470637321472
N,60,1,13_N_exp64,0.9016339778900146
N,60,7,13_N_exp8,0.9015716910362244
N,60,7,13_N_exp32,0.9076237678527832
N,60,7,13_N_exp64,0.9227304458618164
