letter,input_days,output_days,experiment_name,weighted_metric
B,30,1,13_B_exp8,0.9141465624173483
B,30,1,13_B_exp32,0.9089550773302714
B,30,1,13_B_exp64,0.9008808255195617
B,30,7,13_B_exp8,0.8932156165440878
B,30,7,13_B_exp32,0.9133948524792989
B,30,7,13_B_exp64,0.9253105640411377
B,60,1,13_B_exp8,0.9099929451942443
B,60,1,13_B_exp32,0.9107109030087789
B,60,1,13_B_exp64,0.9099798679351807
B,60,7,13_B_exp8,0.8892151713371277
B,60,7,13_B_exp32,0.9112970471382141
B,60,7,13_B_exp64,0.9131963928540547
