letter,input_days,output_days,experiment_name,weighted_metric
C,30,1,13_C_exp8,0.8904991944630941
C,30,1,13_C_exp32,0.9005904396375021
C,30,1,13_C_exp64,0.9015566309293112
C,30,7,13_C_exp8,0.8829403519630432
C,30,7,13_C_exp32,0.9060718218485514
C,30,7,13_C_exp64,0.916597326596578
C,60,1,13_C_exp8,0.8869281013806661
C,60,1,13_C_exp32,0.892483651638031
C,60,1,13_C_exp64,0.9040304819742838
C,60,7,13_C_exp8,0.8736414114634196
C,60,7,13_C_exp32,0.8825084169705709
C,60,7,13_C_exp64,0.9128938913345336
