letter,input_days,output_days,experiment_name,weighted_metric
Q,30,1,13_Q_exp8,0.8951153953870138
Q,30,1,13_Q_exp32,0.8901771306991577
Q,30,1,13_Q_exp64,0.8989801605542501
Q,30,7,13_Q_exp8,0.8797503511110941
Q,30,7,13_Q_exp32,0.8977962732315063
Q,30,7,13_Q_exp64,0.9047156771024069
Q,60,1,13_Q_exp8,0.8870370586713155
Q,60,1,13_Q_exp32,0.8950980305671692
Q,60,1,13_Q_exp64,0.8550108869870504
Q,60,7,13_Q_exp8,0.8916099866231283
Q,60,7,13_Q_exp32,0.8966924746831259
Q,60,7,13_Q_exp64,0.90216592947642
