letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,13_M_exp8,0.8890523910522461
M,30,1,13_M_exp32,0.8873730738957722
M,30,1,13_M_exp64,0.8907414515813191
M,30,7,13_M_exp8,0.8733240246772767
M,30,7,13_M_exp32,0.8849912643432617
M,30,7,13_M_exp64,0.9011450807253519
M,60,1,13_M_exp8,0.8884872158368429
M,60,1,13_M_exp32,0.8874252200126648
M,60,1,13_M_exp64,0.8876595497131348
M,60,7,13_M_exp8,0.8743054151535035
M,60,7,13_M_exp32,0.8824858903884888
M,60,7,13_M_exp64,0.884971809387207
