letter,input_days,output_days,experiment_name,weighted_metric
D,30,1,13_D_exp8,0.8086743789414566
D,30,1,13_D_exp32,0.8186536182959874
D,30,1,13_D_exp64,0.8211109352608521
D,30,7,13_D_exp8,0.7987812384963036
D,30,7,13_D_exp32,0.8122715776165327
D,30,7,13_D_exp64,0.8379216976463795
D,60,1,13_D_exp8,0.8030857418974242
D,60,1,13_D_exp32,0.8150172059734663
D,60,1,13_D_exp64,0.8099257498979568
D,60,7,13_D_exp8,0.8013688772916794
D,60,7,13_D_exp32,0.8161529724796613
D,60,7,13_D_exp64,0.8209899912277858
