letter,input_days,output_days,experiment_name,weighted_metric
W,30,1,13_W_exp8,0.894041895866394
W,30,1,13_W_exp32,0.8953301310539246
W,30,1,13_W_exp64,0.9117552042007446
W,30,7,13_W_exp8,0.9123901724815368
W,30,7,13_W_exp32,0.9115580320358276
W,30,7,13_W_exp64,0.931900143623352
W,60,1,13_W_exp8,0.8915032744407654
W,60,1,13_W_exp32,0.9310457706451416
W,60,1,13_W_exp64,0.8888888955116272
W,60,7,13_W_exp8,0.9035421013832092
W,60,7,13_W_exp32,0.9144264459609984
W,60,7,13_W_exp64,0.9265305995941162
