letter,input_days,output_days,experiment_name,weighted_metric
I,30,1,9_I_exp8,0.02089097396148655
I,30,1,9_I_exp32,0.02092456351631459
I,30,1,9_I_exp64,0.021116498051741515
I,30,7,9_I_exp8,0.02913700168702805
I,30,7,9_I_exp32,0.02874550640663246
I,30,7,9_I_exp64,0.028728072808912843
I,60,1,9_I_exp8,0.025156824038816288
I,60,1,9_I_exp32,0.024602783443383944
I,60,1,9_I_exp64,0.024503273556051263
I,60,7,9_I_exp8,0.025881192086567504
I,60,7,9_I_exp32,0.0253126717921186
I,60,7,9_I_exp64,0.024808145237921707
