letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,9_Y_exp8,0.014641806483268738
Y,30,1,9_Y_exp32,0.012672736309468744
Y,30,1,9_Y_exp64,0.011465840972959995
Y,30,7,9_Y_exp8,0.01879817806184292
Y,30,7,9_Y_exp32,0.016088953241705894
Y,30,7,9_Y_exp64,0.015396595932543278
Y,60,1,9_Y_exp8,0.013803409412503242
Y,60,1,9_Y_exp32,0.01356764417141676
Y,60,1,9_Y_exp64,0.013557632453739643
Y,60,7,9_Y_exp8,0.017448581755161285
Y,60,7,9_Y_exp32,0.01631111279129982
Y,60,7,9_Y_exp64,0.01611778885126114
