letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,9_AB_exp8,0.012807300314307213
AB,30,1,9_AB_exp32,0.014171138405799866
AB,30,1,9_AB_exp64,0.010951577685773373
AB,30,7,9_AB_exp8,0.016383176669478416
AB,30,7,9_AB_exp32,0.01639760658144951
AB,30,7,9_AB_exp64,0.015153041109442713
AB,60,1,9_AB_exp8,0.012801268137991428
AB,60,1,9_AB_exp32,0.012827498838305472
AB,60,1,9_AB_exp64,0.011995328590273857
AB,60,7,9_AB_exp8,0.016702432185411453
AB,60,7,9_AB_exp32,0.015477319248020647
AB,60,7,9_AB_exp64,0.016109220683574677
