,Date,Year,YearDay,Hours,RECORD,Flag_RECORD,SiteID,Batt_V_Min,Flag_Batt_V_Min,Batt_V_TMn,Ptemp_C_Avg,Flag_Ptemp_C_Avg,Air_TempC_Avg,Flag_Air_TempC_Avg,Air_TempC_Max,Flag_Air_TempC_Max,Air_TempC_Min,Flag_Air_TempC_Min,Relative_Humidity_Avg,Flag_Relative_Humidity_Avg,Relative_Humidity_Max,Flag_Relative_Humidity_Max,Relative_Humidity_Min,Flag_Relative_Humidity_Min,Ppt_mm_Tot,Flag_Ppt_mm_Tot,Ws_Mean_300cm,Flag_Ws_Mean_300cm,Ws_mean_Resultant_300cm,Flag_Ws_mean_Resultant_300cm,WinDir_mean_Resultant,Flag_WinDir_mean_Resultant,WinDir_Std_Dev,Flag_WinDir_Std_Dev,WS_ms_37cm_Avg,Flag_WS_ms_37cm_Avg,WS_ms_75cm_Avg,Flag_WS_ms_75cm_Avg,WS_ms_150cm_Avg,Flag_WS_ms_150cm_Avg,WS_ms_300cm_Avg,Flag_WS_ms_300cm_Avg,WS_ms_37cm_Max,Flag_WS_ms_37cm_Max,WS_ms_75cm_Max,Flag_WS_ms_75cm_Max,WS_ms_150cm_Max,Flag_WS_ms_150cm_Max,WS_ms_300cm_Max,Flag_WS_ms_300cm_Max,Date_datetime,Batt_V_TMn_datetime
0,2013-05-08 00:00:00,2013,128,23.9997,0.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",13.07,A,2013-05-08 23:37:45,24.85,A,,M,,M,,M,,M,,M,,M,,M,4.646,A,4.273,A,88.0,A,21.13,A,2.805,A,2.92,A,3.9960000000000004,A,4.647,A,9.57,A,10.37,A,12.62,A,13.39,A,2013-05-08 00:00:00,2013-05-08 23:37:45
1,2013-05-09 00:00:00,2013,129,23.9997,1.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.99,A,2013-05-09 06:06:29,21.09,A,,M,,M,,M,,M,,M,,M,,M,1.825,A,1.22,A,88.0,A,37.78,A,0.9520000000000001,A,0.84,A,1.621,A,1.8259999999999998,A,8.8,A,8.84,A,10.33,A,11.09,A,2013-05-09 00:00:00,2013-05-09 06:06:29
2,2013-05-10 00:00:00,2013,130,23.9997,2.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.97,A,2013-05-10 23:52:21,16.65,A,,M,,M,,M,,M,,M,,M,,M,2.1959999999999997,A,0.542,A,136.0,A,60.13,A,0.982,A,0.9840000000000001,A,1.79,A,2.197,A,8.04,A,10.37,A,11.09,A,14.15,A,2013-05-10 00:00:00,2013-05-10 23:52:21
3,2013-05-11 00:00:00,2013,131,23.9997,3.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.88,A,2013-05-11 06:04:27,17.36,A,,M,,M,,M,,M,,M,,M,,M,1.867,A,0.682,A,291.0,A,57.13,A,0.6509999999999999,A,0.764,A,1.4609999999999999,A,1.868,A,7.277,A,8.84,A,10.33,A,11.09,A,2013-05-11 00:00:00,2013-05-11 06:04:27
4,2013-05-12 00:00:00,2013,132,23.9997,4.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.9,A,2013-05-12 06:01:53,20.81,A,,M,,M,,M,,M,,M,,M,,M,1.472,A,0.94,A,335.0,A,40.09,A,0.45,A,0.493,A,1.138,A,1.473,A,8.04,A,8.07,A,10.33,A,12.62,A,2013-05-12 00:00:00,2013-05-12 06:01:53
5,2013-05-13 00:00:00,2013,133,23.9997,5.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-05-13 06:05:39,21.37,A,,M,,M,,M,,M,,M,,M,,M,1.7169999999999999,A,1.275,A,344.0,A,33.64,A,0.511,A,0.544,A,1.3130000000000002,A,1.7180000000000002,A,6.513999999999999,A,8.07,A,9.56,A,11.86,A,2013-05-13 00:00:00,2013-05-13 06:05:39
6,2013-05-14 00:00:00,2013,134,23.9997,6.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-05-14 06:12:40,22.58,A,,M,,M,,M,,M,,M,,M,,M,2.064,A,1.53,A,34.0,A,35.34,A,0.7559999999999999,A,0.7290000000000001,A,1.685,A,2.065,A,7.277,A,7.3020000000000005,A,8.8,A,11.09,A,2013-05-14 00:00:00,2013-05-14 06:12:40
7,2013-05-15 00:00:00,2013,135,23.9997,7.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-05-15 06:06:39,23.27,A,,M,,M,,M,,M,,M,,M,,M,2.588,A,2.085,A,109.0,A,28.99,A,1.4669999999999999,A,1.5190000000000001,A,2.259,A,2.588,A,8.8,A,12.68,A,11.86,A,11.86,A,2013-05-15 00:00:00,2013-05-15 06:06:39
8,2013-05-16 00:00:00,2013,136,23.9997,8.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-05-16 06:07:53,24.81,A,,M,,M,,M,,M,,M,,M,,M,2.3819999999999997,A,1.849,A,89.0,A,30.56,A,1.33,A,1.334,A,2.076,A,2.383,A,9.57,A,11.14,A,11.86,A,11.86,A,2013-05-16 00:00:00,2013-05-16 06:07:53
9,2013-05-17 00:00:00,2013,137,23.9997,9.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.86,A,2013-05-17 06:00:13,24.68,A,,M,,M,,M,,M,,M,,M,,M,2.019,A,1.528,A,71.0,A,33.74,A,0.904,A,0.823,A,1.639,A,2.02,A,7.277,A,8.07,A,10.33,A,10.33,A,2013-05-17 00:00:00,2013-05-17 06:00:13
10,2013-05-18 00:00:00,2013,138,23.9997,10.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-05-18 06:00:40,23.26,A,,M,,M,,M,,M,,M,,M,,M,3.338,A,2.9130000000000003,A,89.0,A,24.53,A,1.903,A,1.9380000000000002,A,2.845,A,3.338,A,12.62,A,13.45,A,17.21,A,17.21,A,2013-05-18 00:00:00,2013-05-18 06:00:40
11,2013-05-19 00:00:00,2013,139,23.9997,11.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-05-19 05:59:27,23.78,A,,M,,M,,M,,M,,M,,M,,M,3.22,A,2.804,A,92.0,A,26.18,A,1.749,A,1.7169999999999999,A,2.786,A,3.22,A,9.57,A,11.14,A,13.39,A,15.68,A,2013-05-19 00:00:00,2013-05-19 05:59:27
12,2013-05-20 00:00:00,2013,140,23.9997,12.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.86,A,2013-05-20 05:59:25,24.29,A,,M,,M,,M,,M,,M,,M,,M,4.065,A,3.236,A,110.0,A,34.01,A,2.205,A,2.263,A,3.457,A,4.064,A,11.86,A,12.68,A,14.15,A,16.45,A,2013-05-20 00:00:00,2013-05-20 05:59:25
13,2013-05-21 00:00:00,2013,141,23.9997,13.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.85,A,2013-05-21 05:56:45,22.99,A,,M,,M,,M,,M,,M,,M,,M,2.43,A,1.274,A,113.0,A,50.32,A,1.061,A,1.001,A,1.9569999999999999,A,2.432,A,7.277,A,9.61,A,9.56,A,10.33,A,2013-05-21 00:00:00,2013-05-21 05:56:45
14,2013-05-22 00:00:00,2013,142,23.9997,14.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.83,A,2013-05-22 05:57:42,24.11,A,,M,,M,,M,,M,,M,,M,,M,2.469,A,2.073,A,67.0,A,27.28,A,1.204,A,1.194,A,2.061,A,2.469,A,14.14,A,14.98,A,14.15,A,16.45,A,2013-05-22 00:00:00,2013-05-22 05:57:42
15,2013-05-23 00:00:00,2013,143,23.9997,15.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.88,A,2013-05-23 05:55:16,27.31,A,,M,,M,,M,,M,,M,,M,,M,2.244,A,1.5619999999999998,A,64.0,A,35.99,A,1.014,A,0.992,A,1.889,A,2.245,A,8.04,A,8.07,A,10.33,A,11.09,A,2013-05-23 00:00:00,2013-05-23 05:55:16
16,2013-05-24 00:00:00,2013,144,23.9997,16.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.91,A,2013-05-24 06:01:07,28.31,A,,M,,M,,M,,M,,M,,M,,M,3.636,A,3.26,A,21.0,A,25.21,A,1.123,A,1.287,A,2.822,A,3.637,A,7.277,A,8.07,A,9.56,A,11.09,A,2013-05-24 00:00:00,2013-05-24 06:01:07
17,2013-05-25 00:00:00,2013,145,23.9997,17.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.9,A,2013-05-25 06:01:34,29.03,A,,M,,M,,M,,M,,M,,M,,M,3.295,A,2.276,A,47.0,A,43.05,A,1.3880000000000001,A,1.4609999999999999,A,2.658,A,3.2960000000000003,A,8.8,A,9.61,A,11.09,A,12.62,A,2013-05-25 00:00:00,2013-05-25 06:01:34
18,2013-05-26 00:00:00,2013,146,23.9997,18.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.85,A,2013-05-26 06:00:14,25.82,A,,M,,M,,M,,M,,M,,M,,M,2.9330000000000003,A,2.445,A,72.0,A,28.49,A,1.442,A,1.476,A,2.364,A,2.9330000000000003,A,10.33,A,11.91,A,14.15,A,15.68,A,2013-05-26 00:00:00,2013-05-26 06:00:14
19,2013-05-27 00:00:00,2013,147,23.9997,19.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.84,A,2013-05-27 05:55:01,24.58,A,,M,,M,,M,,M,,M,,M,,M,1.995,A,1.492,A,90.0,A,33.94,A,0.963,A,0.883,A,1.6130000000000002,A,1.996,A,7.277,A,8.07,A,8.8,A,10.33,A,2013-05-27 00:00:00,2013-05-27 05:55:01
20,2013-05-28 00:00:00,2013,148,23.9997,20.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.82,A,2013-05-28 06:00:42,24.44,A,,M,,M,,M,,M,,M,,M,,M,2.8569999999999998,A,2.454,A,83.0,A,24.97,A,1.551,A,1.5430000000000001,A,2.421,A,2.8569999999999998,A,9.57,A,9.61,A,12.62,A,12.62,A,2013-05-28 00:00:00,2013-05-28 06:00:42
21,2013-05-29 00:00:00,2013,149,23.9997,21.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.86,A,2013-05-29 05:58:53,25.24,A,,M,,M,,M,,M,,M,,M,,M,4.43,A,,M,,I,,I,2.4819999999999998,A,2.516,A,3.67,A,4.43,A,11.09,A,11.14,A,14.92,A,15.68,A,2013-05-29 00:00:00,2013-05-29 05:58:53
22,2013-05-30 00:00:00,2013,150,23.9997,22.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-05-30 05:58:51,27.0,A,,M,,M,,M,,M,,M,,M,,M,3.072,A,2.515,A,269.0,A,30.82,A,1.6230000000000002,A,1.6059999999999999,A,2.648,A,3.072,A,9.57,A,10.37,A,12.62,A,14.15,A,2013-05-30 00:00:00,2013-05-30 05:58:51
23,2013-05-31 00:00:00,2013,151,23.9997,23.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.85,A,2013-05-31 05:57:58,28.44,A,,M,,M,,M,,M,,M,,M,,M,2.326,A,1.673,A,253.0,A,35.26,A,1.133,A,1.121,A,2.025,A,2.326,A,7.277,A,8.07,A,9.56,A,11.86,A,2013-05-31 00:00:00,2013-05-31 05:57:58
24,2013-06-01 00:00:00,2013,152,23.9997,24.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.86,A,2013-06-01 05:50:00,28.99,A,,M,,M,,M,,M,,M,,M,,M,2.369,A,0.433,A,68.0,A,66.09,A,0.794,A,0.9309999999999999,A,1.963,A,2.37,A,7.277,A,10.37,A,11.09,A,13.39,A,2013-06-01 00:00:00,2013-06-01 05:50:00
25,2013-06-02 00:00:00,2013,153,23.9997,25.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-06-02 06:07:47,30.13,A,,M,,M,,M,,M,,M,,M,,M,4.743,A,3.96,A,165.0,A,32.58,A,1.652,A,2.248,A,3.865,A,4.743,A,8.8,A,9.61,A,13.39,A,17.21,A,2013-06-02 00:00:00,2013-06-02 06:07:47
26,2013-06-03 00:00:00,2013,154,23.9997,26.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-06-03 06:05:38,28.94,A,,M,,M,,M,,M,,M,,M,,M,3.1660000000000004,A,2.46,A,235.0,A,35.64,A,1.225,A,1.33,A,2.546,A,3.1660000000000004,A,8.8,A,9.61,A,11.86,A,13.39,A,2013-06-03 00:00:00,2013-06-03 06:05:38
27,2013-06-04 00:00:00,2013,155,23.9997,27.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.81,A,2013-06-04 05:55:14,27.98,A,,M,,M,,M,,M,,M,,M,,M,2.557,A,2.154,A,265.0,A,26.6,A,1.29,A,1.298,A,2.137,A,2.5580000000000003,A,9.57,A,10.37,A,14.15,A,16.45,A,2013-06-04 00:00:00,2013-06-04 05:55:14
28,2013-06-05 00:00:00,2013,156,23.9997,28.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.84,A,2013-06-05 05:55:38,28.29,A,,M,,M,,M,,M,,M,,M,,M,2.3369999999999997,A,1.889,A,254.0,A,28.94,A,1.1059999999999999,A,1.14,A,1.984,A,2.3369999999999997,A,8.04,A,8.84,A,11.09,A,11.86,A,2013-06-05 00:00:00,2013-06-05 05:55:38
29,2013-06-06 00:00:00,2013,157,23.9997,29.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.84,A,2013-06-06 05:59:35,27.25,A,,M,,M,,M,,M,,M,,M,,M,2.76,A,0.805,A,151.0,A,60.33,A,1.046,A,1.315,A,2.3409999999999997,A,2.76,A,8.04,A,11.14,A,11.86,A,13.39,A,2013-06-06 00:00:00,2013-06-06 05:59:35
30,2013-06-07 00:00:00,2013,158,23.9997,30.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-06-07 05:55:39,27.91,A,,M,,M,,M,,M,,M,,M,,M,2.721,A,1.6840000000000002,A,197.0,A,44.85,A,0.8909999999999999,A,1.073,A,2.193,A,2.722,A,8.04,A,8.84,A,11.09,A,13.39,A,2013-06-07 00:00:00,2013-06-07 05:55:39
31,2013-06-08 00:00:00,2013,159,23.9997,31.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-06-08 05:57:35,30.63,A,,M,,M,,M,,M,,M,,M,,M,2.6039999999999996,A,1.7819999999999998,A,227.0,A,42.12,A,0.81,A,0.93,A,2.2230000000000003,A,2.605,A,6.513999999999999,A,7.3020000000000005,A,8.8,A,9.56,A,2013-06-08 00:00:00,2013-06-08 05:57:35
32,2013-06-09 00:00:00,2013,160,23.9997,32.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.88,A,2013-06-09 06:02:30,32.27,A,,M,,M,,M,,M,,M,,M,,M,3.307,A,0.615,A,143.0,A,68.61,A,1.2209999999999999,A,1.6159999999999999,A,2.832,A,3.3080000000000003,A,7.277,A,10.37,A,10.33,A,11.09,A,2013-06-09 00:00:00,2013-06-09 06:02:30
33,2013-06-10 00:00:00,2013,161,23.9997,33.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-06-10 05:56:38,34.05,A,,M,,M,,M,,M,,M,,M,,M,2.17,A,1.695,A,194.0,A,33.6,A,0.456,A,0.7020000000000001,A,1.756,A,2.171,A,5.751,A,8.84,A,8.03,A,8.03,A,2013-06-10 00:00:00,2013-06-10 05:56:38
34,2013-06-11 00:00:00,2013,162,23.9997,34.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-06-11 05:53:49,34.09,A,,M,,M,,M,,M,,M,,M,,M,1.82,A,0.968,A,214.0,A,48.08,A,0.43799999999999994,A,0.5720000000000001,A,1.4680000000000002,A,1.821,A,6.513999999999999,A,7.3020000000000005,A,8.03,A,9.56,A,2013-06-11 00:00:00,2013-06-11 05:53:49
35,2013-06-12 00:00:00,2013,163,23.9997,35.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.87,A,2013-06-12 05:51:56,34.74,A,,M,,M,,M,,M,,M,,M,,M,2.355,A,0.733,A,156.0,A,56.57,A,0.765,A,1.032,A,1.993,A,2.356,A,8.04,A,10.37,A,11.86,A,14.15,A,2013-06-12 00:00:00,2013-06-12 05:51:56
36,2013-06-13 00:00:00,2013,164,23.9997,36.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.88,A,2013-06-13 06:00:24,32.54,A,,M,,M,,M,,M,,M,,M,,M,3.2960000000000003,A,2.6839999999999997,A,148.0,A,33.54,A,0.922,A,1.4269999999999998,A,2.737,A,3.2969999999999997,A,7.277,A,9.61,A,10.33,A,10.33,A,2013-06-13 00:00:00,2013-06-13 06:00:24
37,2013-06-14 00:00:00,2013,165,23.9997,37.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.86,A,2013-06-14 05:55:29,29.94,A,,M,,M,,M,,M,,M,,M,,M,2.6689999999999996,A,1.2890000000000001,A,157.0,A,52.42,A,0.8320000000000001,A,1.117,A,2.114,A,2.67,A,10.33,A,12.68,A,14.92,A,15.68,A,2013-06-14 00:00:00,2013-06-14 05:55:29
38,2013-06-15 00:00:00,2013,166,23.9997,38.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-06-15 06:05:35,31.54,A,,M,,M,,M,,M,,M,,M,,M,1.818,A,0.615,A,211.0,A,54.97,A,0.515,A,0.664,A,1.49,A,1.818,A,8.8,A,10.37,A,11.86,A,12.62,A,2013-06-15 00:00:00,2013-06-15 06:05:35
39,2013-06-16 00:00:00,2013,167,23.9997,39.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.88,A,2013-06-16 05:51:56,32.27,A,,M,,M,,M,,M,,M,,M,,M,1.8030000000000002,A,0.7659999999999999,A,315.0,A,52.98,A,0.529,A,0.635,A,1.516,A,1.8030000000000002,A,8.8,A,9.61,A,11.09,A,11.86,A,2013-06-16 00:00:00,2013-06-16 05:51:56
40,2013-06-17 00:00:00,2013,168,23.9997,40.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.86,A,2013-06-17 05:55:57,31.16,A,,M,,M,,M,,M,,M,,M,,M,2.121,A,1.064,A,189.0,A,49.04,A,0.501,A,0.715,A,1.6580000000000001,A,2.122,A,8.04,A,12.68,A,11.86,A,13.39,A,2013-06-17 00:00:00,2013-06-17 05:55:57
41,2013-06-18 00:00:00,2013,169,23.9997,41.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.86,A,2013-06-18 05:59:28,31.08,A,,M,,M,,M,,M,,M,,M,,M,2.827,A,2.307,A,181.0,A,33.19,A,0.5670000000000001,A,0.909,A,2.205,A,2.8289999999999997,A,7.277,A,8.07,A,11.09,A,11.09,A,2013-06-18 00:00:00,2013-06-18 05:59:28
42,2013-06-19 00:00:00,2013,170,23.9997,42.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.9,A,2013-06-19 05:57:14,32.97,A,,M,,M,,M,,M,,M,,M,,M,4.087,A,3.363,A,228.0,A,34.03,A,1.419,A,1.774,A,3.2710000000000004,A,4.087,A,8.8,A,8.84,A,11.86,A,14.15,A,2013-06-19 00:00:00,2013-06-19 05:57:14
43,2013-06-20 00:00:00,2013,171,23.9997,43.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-06-20 06:00:21,32.68,A,,M,,M,,M,,M,,M,,M,,M,4.39,A,3.827,A,212.0,A,28.9,A,1.3630000000000002,A,1.8090000000000002,A,3.529,A,4.391,A,9.57,A,11.14,A,13.39,A,14.15,A,2013-06-20 00:00:00,2013-06-20 06:00:21
44,2013-06-21 00:00:00,2013,172,23.9997,44.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.88,A,2013-06-21 06:01:13,31.93,A,,M,,M,,M,,M,,M,,M,,M,3.488,A,2.484,A,227.0,A,41.77,A,1.217,A,1.535,A,2.734,A,3.487,A,8.8,A,8.84,A,11.86,A,13.39,A,2013-06-21 00:00:00,2013-06-21 06:01:13
45,2013-06-22 00:00:00,2013,173,23.9997,45.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.84,A,2013-06-22 06:02:32,28.9,A,,M,,M,,M,,M,,M,,M,,M,2.97,A,2.536,A,269.0,A,25.09,A,1.516,A,1.6640000000000001,A,2.333,A,2.971,A,11.09,A,11.14,A,14.15,A,14.92,A,2013-06-22 00:00:00,2013-06-22 06:02:32
46,2013-06-23 00:00:00,2013,174,23.9997,46.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.81,A,2013-06-23 06:01:02,28.32,A,,M,,M,,M,,M,,M,,M,,M,2.9610000000000003,A,2.237,A,252.0,A,35.24,A,1.295,A,1.454,A,2.2880000000000003,A,2.9619999999999997,A,10.33,A,11.14,A,13.39,A,15.68,A,2013-06-23 00:00:00,2013-06-23 06:01:02
47,2013-06-24 00:00:00,2013,175,23.9997,47.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.83,A,2013-06-24 06:02:20,29.56,A,,M,,M,,M,,M,,M,,M,,M,2.94,A,2.447,A,253.0,A,30.48,A,1.2590000000000001,A,1.4080000000000001,A,2.1180000000000003,A,2.9410000000000003,A,11.09,A,11.14,A,13.39,A,16.45,A,2013-06-24 00:00:00,2013-06-24 06:02:20
48,2013-06-25 00:00:00,2013,176,23.9997,48.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.82,A,2013-06-25 06:01:43,29.37,A,,M,,M,,M,,M,,M,,M,,M,3.102,A,2.484,A,264.0,A,31.64,A,1.473,A,1.655,A,2.4330000000000003,A,3.103,A,8.8,A,9.61,A,11.86,A,13.39,A,2013-06-25 00:00:00,2013-06-25 06:01:43
49,2013-06-26 00:00:00,2013,177,23.9997,49.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.79,A,2013-06-26 06:01:47,28.51,A,,M,,M,,M,,M,,M,,M,,M,1.536,A,0.9790000000000001,A,289.0,A,39.07,A,0.525,A,0.652,A,1.23,A,1.537,A,5.751,A,8.84,A,7.265,A,9.56,A,2013-06-26 00:00:00,2013-06-26 06:01:47
50,2013-06-27 00:00:00,2013,178,23.9997,50.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.81,A,2013-06-27 06:10:35,31.59,A,,M,,M,,M,,M,,M,,M,,M,1.276,A,0.271,A,162.0,A,56.63,A,0.22399999999999998,A,0.406,A,1.011,A,1.276,A,7.277,A,8.84,A,9.56,A,10.33,A,2013-06-27 00:00:00,2013-06-27 06:10:35
51,2013-06-28 00:00:00,2013,179,23.9997,51.0,A,"0       11
1       11
2       11
3       11
4       11
        ..
3490    11
3491    11
3492    11
3493    11
3494    11
Name: SiteID, Length: 3495, dtype: int64",12.89,A,2013-06-28 06:10:25,32.01,A,,M,,M,,M,,M,,M,,M,,M,3.015,A,2.662,A,154.0,A,25.64,A,0.635,A,1.163,A,2.385,A,3.016,A,6.513999999999999,A,8.07,A,9.56,A,11.86,A,2013-06-28 00:00:00,2013-06-28 06:10:25
