,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
98,1.0,1.0,0.0,9.0,0.0,60.0,1.0,0.10915187746286392,0.10915187746286392,0.8203592896461487,0.6168224215507507,0.7764706015586853,66.0,208.0,41.0,19.0,3333.0,122.34266448020935,14_J_exp32,14_J.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,52.0,Network 2,J,Min
80,1.0,1.0,0.0,5.0,0.0,30.0,1.0,0.041509531438350684,0.041509531438350684,0.9439527988433838,0.7142857313156128,0.5357142686843872,15.0,305.0,6.0,13.0,3390.0,155.5384991168976,14_J_exp32,14_J.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,65.0,Network 2,J,Max
100,1.0,1.0,0.0,10.0,0.0,30.0,1.0,0.13825148344039914,0.13825148344039914,0.8164251446723938,0.6835442781448364,0.8059701323509216,54.0,115.0,25.0,13.0,2062.0,67.52437448501587,14_V_exp32,14_V.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,45.0,Network 3,V,Min
60,1.0,1.0,0.0,0.0,0.0,30.0,1.0,0.04311316087841988,0.04311316087841988,0.9452887773513794,0.8620689511299133,0.6410256624221802,25.0,286.0,4.0,14.0,3287.0,111.03638768196106,14_V_exp32,14_V.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,48.0,Network 3,V,Max
