,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter
2,1,0,1,0,2,60,1,0.0020792726427316666,0.0020792726427316666,12962598.0,0.023361239582300183,2032,52.933088541030884,4_C_exp8,4_C.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,66,Network 1,C
22,1,0,1,0,4,60,1,0.0371059775352478,0.0371059775352478,360181.4375,0.14902424812316895,2032,73.83908414840698,4_C_exp32,4_C.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,92,Network 1,C
26,1,0,1,0,2,60,1,0.0017062134575098753,0.0017062134575098753,15387555.0,0.023625871166586883,2032,44.92667722702026,4_F_exp64,4_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,55,Network 2,F
10,1,0,1,0,4,60,1,0.036124598234891885,0.036124598234891885,448382.78125,0.14714327454566956,2032,81.73287415504457,4_Q_exp8,4_Q.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,100,Network 2,Q
14,1,0,1,0,2,60,1,0.0025556783657521014,0.0025556783657521014,10353189.0,0.02141883410513401,2032,29.223532676696774,4_AA_exp32,4_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,36,Network 3,AA
23,1,0,1,0,4,60,7,0.03584445640444756,0.03584445640444756,308488.4375,0.14979489147663114,2026,83.1529824733734,4_AA_exp32,4_AA.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,100,Network 3,AA
26,1,0,1,0,2,60,1,0.0017062134575098753,0.0017062134575098753,15387555.0,0.023625871166586883,2032,44.92667722702026,4_F_exp64,4_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,55,Network 4,F
9,1,0,1,0,4,30,7,0.03482101112604141,0.03482101485133171,319192.59375,0.147240549325943,2056,81.96875953674315,4_F_exp8,4_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,100,Network 4,F
