,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter
84,1,1,0,6,2,30,1,0.002716723829507828,0.002716723829507828,12688846.0,0.025025444105267525,3392,37.0242681503296,4_B_exp32,4_B.v1.l1.ds0.l_combo6.ds_combo2.idays30.odays1,29,Network 1,B
40,1,1,0,10,2,30,1,0.026700329035520557,0.026700329035520557,98.14234161376952,0.11022112518548964,2062,79.89593291282655,4_B_exp8,4_B.v1.l1.ds0.l_combo10.ds_combo2.idays30.odays1,100,Network 1,B
26,1,1,0,6,2,60,1,0.0031080595217645173,0.0031080595217645173,28.783382415771484,0.022693166509270668,3362,14.250705003738403,4_J_exp8,4_J.v1.l1.ds0.l_combo6.ds_combo2.idays60.odays1,11,Network 2,J
42,1,1,0,10,2,60,1,0.02641330100595951,0.02641330100595951,108.15430450439452,0.11448588967323305,2032,79.89862394332886,4_J_exp8,4_J.v1.l1.ds0.l_combo10.ds_combo2.idays60.odays1,99,Network 2,J
144,1,1,0,6,2,30,1,0.0046537271700799465,0.0046537271700799465,23.823530197143555,0.02522546797990799,3392,14.236571788787842,4_V_exp64,4_V.v1.l1.ds0.l_combo6.ds_combo2.idays30.odays1,11,Network 3,V
161,1,1,0,10,2,30,7,0.026868917047977448,0.0268689189106226,882831.4375,0.11450685560703278,2056,22.47542953491211,4_V_exp64,4_V.v1.l1.ds0.l_combo10.ds_combo2.idays30.odays7,27,Network 3,V
144,1,1,0,6,2,30,1,0.004258324392139912,0.004258324392139912,11308728.0,0.021792206913232803,3392,45.577170610427856,4_M_exp64,4_M.v1.l1.ds0.l_combo6.ds_combo2.idays30.odays1,35,Network 4,M
41,1,1,0,10,2,30,7,0.026308754459023483,0.026308756321668625,274646.21875,0.11276312917470932,2056,47.56823897361755,4_M_exp8,4_M.v1.l1.ds0.l_combo10.ds_combo2.idays30.odays7,57,Network 4,M
