,letter,stdev base 8,stdev base 32,stdev base 64
0,J,0.0030777960913057735,0.0031640678384907742,0.003096148948468172
1,V,0.003290672339157055,0.0031385718363300375,0.0031679036191620126
2,G,0.002994659440104657,0.0031735325943705144,0.0033713284673668647
3,T,0.0028330810118144096,0.0032134877634050064,0.0029823016784418263
4,W,0.002438267312187988,0.0027326709087958827,0.0026417508475482026
