,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
3,S,60,7,24_S_exp0.7,0.004509656224399805,0.008242141804657876,Min
2,S,60,1,24_S_exp0.7,0.01065828837454319,0.008242141804657876,Max
3,E,60,7,24_E_exp0.7,0.01581852498094431,0.0185965351386076,Min
0,E,30,1,24_E_exp0.7,0.02168326963933461,0.0185965351386076,Max
3,U,60,7,24_U_exp0.7,0.03313788485771232,0.038903875179387155,Min
0,U,30,1,24_U_exp0.7,0.04276927813562301,0.038903875179387155,Max
0,H,30,1,24_H_exp0.7,0.029305261214437526,0.0345498457743415,Min
3,H,60,7,24_H_exp0.7,0.038995572800289084,0.0345498457743415,Max
