,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,J,30,1,6_J_exp64,0.012572337097920584,0.014679673690411248,Min
3,J,30,7,6_J_exp8,0.017095644695408037,0.014679673690411248,Max
8,V,60,1,6_V_exp64,0.012477377788319685,0.014617819145568417,Min
3,V,30,7,6_V_exp8,0.01712053006238629,0.014617819145568417,Max
7,G,60,1,6_G_exp32,0.012502760626375677,0.014138733968138695,Min
9,G,60,7,6_G_exp8,0.01812528446316719,0.014138733968138695,Max
8,T,60,1,6_T_exp64,0.011907406151294708,0.014053277283286056,Min
3,T,30,7,6_T_exp8,0.01702316291630268,0.014053277283286056,Max
2,W,30,1,6_W_exp64,0.011918176896870136,0.014460236377393207,Min
9,W,60,7,6_W_exp8,0.01783756911754608,0.014460236377393207,Max
