letter,input_days,output_days,experiment_name,weighted_metric
F,30,1,2_F_exp8,0.013350479804986475
F,30,1,2_F_exp32,0.01304886904522848
F,30,1,2_F_exp64,0.012927379800033483
F,30,7,2_F_exp8,0.016944441728240424
F,30,7,2_F_exp32,0.016920756187699913
F,30,7,2_F_exp64,0.015425591950157757
F,60,1,2_F_exp8,0.013063299445141303
F,60,1,2_F_exp32,0.012945273187029305
F,60,1,2_F_exp64,0.01364241113984271
F,60,7,2_F_exp8,0.017452781734783117
F,60,7,2_F_exp32,0.015116349312712985
F,60,7,2_F_exp64,0.014612163405901081
