letter,input_days,output_days,experiment_name,weighted_metric
AI,30,1,2_AI_exp8,0.01402877691718772
AI,30,1,2_AI_exp32,0.013444951804506295
AI,30,1,2_AI_exp64,0.012617027121885685
AI,30,7,2_AI_exp8,0.01721499570752338
AI,30,7,2_AI_exp32,0.01569838426632887
AI,30,7,2_AI_exp64,0.014857819914354378
AI,60,1,2_AI_exp8,0.013738793414531712
AI,60,1,2_AI_exp32,0.013117436717295549
AI,60,1,2_AI_exp64,0.013469416944479399
AI,60,7,2_AI_exp8,0.017408590168919432
AI,60,7,2_AI_exp32,0.015689995019522868
AI,60,7,2_AI_exp64,0.014697816596103558
