letter,input_days,output_days,experiment_name,weighted_metric
AF,30,1,2_AF_exp8,0.013316894217470048
AF,30,1,2_AF_exp32,0.01281676573331276
AF,30,1,2_AF_exp64,0.012480037453980963
AF,30,7,2_AF_exp8,0.017388399886457545
AF,30,7,2_AF_exp32,0.01712787783210072
AF,30,7,2_AF_exp64,0.016322208746697344
AF,60,1,2_AF_exp8,0.01345542266198465
AF,60,1,2_AF_exp32,0.012689462573263064
AF,60,1,2_AF_exp64,0.012626574927290376
AF,60,7,2_AF_exp8,0.017186219451957915
AF,60,7,2_AF_exp32,0.01610370921015597
AF,60,7,2_AF_exp64,0.01556750157464777
