letter,input_days,output_days,experiment_name,weighted_metric
W,30,1,2_W_exp8,0.011104382574558258
W,30,1,2_W_exp32,0.012285587377846241
W,30,1,2_W_exp64,0.014010196551680565
W,30,7,2_W_exp8,0.01690874993801117
W,30,7,2_W_exp32,0.015830880030989647
W,30,7,2_W_exp64,0.01577056385576725
W,60,1,2_W_exp8,0.012013297528028488
W,60,1,2_W_exp32,0.01319886278361082
W,60,1,2_W_exp64,0.012165973894298077
W,60,7,2_W_exp8,0.01736631989479065
W,60,7,2_W_exp32,0.015504211187362673
W,60,7,2_W_exp64,0.015030132606625557
