letter,input_days,output_days,experiment_name,weighted_metric
AG,30,1,2_AG_exp8,0.012974124401807785
AG,30,1,2_AG_exp32,0.011311329901218414
AG,30,1,2_AG_exp64,0.01170162670314312
AG,30,7,2_AG_exp8,0.016733910888433456
AG,30,7,2_AG_exp32,0.01626206934452057
AG,30,7,2_AG_exp64,0.015865294262766838
AG,60,1,2_AG_exp8,0.013424395583570005
AG,60,1,2_AG_exp32,0.013255761936306952
AG,60,1,2_AG_exp64,0.012727691791951656
AG,60,7,2_AG_exp8,0.01728830486536026
AG,60,7,2_AG_exp32,0.016866788268089294
AG,60,7,2_AG_exp64,0.015254436060786247
