letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,2_M_exp8,0.014354581735208273
M,30,1,2_M_exp32,0.013885002360460861
M,30,1,2_M_exp64,0.013537369414486666
M,30,7,2_M_exp8,0.017294417835023414
M,30,7,2_M_exp32,0.016696378107418853
M,30,7,2_M_exp64,0.01614903863162943
M,60,1,2_M_exp8,0.014474389740404046
M,60,1,2_M_exp32,0.013608697476533895
M,60,1,2_M_exp64,0.012935825619115784
M,60,7,2_M_exp8,0.02681801617858513
M,60,7,2_M_exp32,0.026371531544975117
M,60,7,2_M_exp64,0.025236698682976972
