letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,2_T_exp8,0.013019111007452013
T,30,1,2_T_exp32,0.01400179788470268
T,30,1,2_T_exp64,0.01253647729754448
T,30,7,2_T_exp8,0.017343975603580475
T,30,7,2_T_exp32,0.015961764380335808
T,30,7,2_T_exp64,0.014146251603960991
T,60,1,2_T_exp8,0.012182414531707764
T,60,1,2_T_exp32,0.01206720620393753
T,60,1,2_T_exp64,0.013239767402410507
T,60,7,2_T_exp8,0.017450861632823944
T,60,7,2_T_exp32,0.016271241009235382
T,60,7,2_T_exp64,0.013814963400363922
