letter,input_days,output_days,experiment_name,weighted_metric
AA,30,1,2_AA_exp8,0.012930593500136617
AA,30,1,2_AA_exp32,0.013423563207334809
AA,30,1,2_AA_exp64,0.0140493395003049
AA,30,7,2_AA_exp8,0.01756720858933538
AA,30,7,2_AA_exp32,0.016859123592474386
AA,30,7,2_AA_exp64,0.016328980992481326
AA,60,1,2_AA_exp8,0.012811972728471437
AA,60,1,2_AA_exp32,0.01424648783183055
AA,60,1,2_AA_exp64,0.012603526683212326
AA,60,7,2_AA_exp8,0.016827052521505997
AA,60,7,2_AA_exp32,0.0160640887359077
AA,60,7,2_AA_exp64,0.014510119581176192
