letter,input_days,output_days,experiment_name,weighted_metric
AA,30,1,23_AA_exp8,0.47045110614890956
AA,30,1,23_AA_exp32,0.4949933084786455
AA,30,1,23_AA_exp64,0.4817235338724311
AA,30,7,23_AA_exp8,0.24522256447372023
AA,30,7,23_AA_exp32,0.4909866539339907
AA,30,7,23_AA_exp64,0.4933965142957684
AA,60,1,23_AA_exp8,0.4277586420430617
AA,60,1,23_AA_exp32,0.4802643857534717
AA,60,1,23_AA_exp64,0.4116673191026588
AA,60,7,23_AA_exp8,0.44066718407761196
AA,60,7,23_AA_exp32,0.4480367404556889
AA,60,7,23_AA_exp64,0.42063423510038733
