letter,input_days,output_days,experiment_name,weighted_metric
B,30,1,23_B_exp8,0.4970807876807475
B,30,1,23_B_exp32,0.4978418750521605
B,30,1,23_B_exp64,0.48081783726356114
B,30,7,23_B_exp8,0.5249969820853811
B,30,7,23_B_exp32,0.5045496575715399
B,30,7,23_B_exp64,0.5233950039895915
B,60,1,23_B_exp8,0.5187812198385874
B,60,1,23_B_exp32,0.5228729227459981
B,60,1,23_B_exp64,0.47948504867842484
B,60,7,23_B_exp8,0.5052468686705273
B,60,7,23_B_exp32,0.4897972259034967
B,60,7,23_B_exp64,0.4659481810141307
