letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,23_AB_exp8,0.766378871802865
AB,30,1,23_AB_exp32,0.7533027825337297
AB,30,1,23_AB_exp64,0.7374817480271899
AB,30,7,23_AB_exp8,0.7495114396321693
AB,30,7,23_AB_exp32,0.7024437935403846
AB,30,7,23_AB_exp64,0.7386826331042642
AB,60,1,23_AB_exp8,0.7630544603626062
AB,60,1,23_AB_exp32,0.7612279538985285
AB,60,1,23_AB_exp64,0.7515151540898091
AB,60,7,23_AB_exp8,0.755300156013827
AB,60,7,23_AB_exp32,0.7648145096914429
AB,60,7,23_AB_exp64,0.7149612952201305
