letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,23_Y_exp8,0.7682012666710375
Y,30,1,23_Y_exp32,0.7537057977405557
Y,30,1,23_Y_exp64,0.7662547100285529
Y,30,7,23_Y_exp8,0.7087574640896365
Y,30,7,23_Y_exp32,0.7473006746316272
Y,30,7,23_Y_exp64,0.7470357484176998
Y,60,1,23_Y_exp8,0.7818652808390041
Y,60,1,23_Y_exp32,0.7812743834436974
Y,60,1,23_Y_exp64,0.4683084245143278
Y,60,7,23_Y_exp8,0.7747656446269611
Y,60,7,23_Y_exp32,0.7321255080776378
Y,60,7,23_Y_exp64,0.7775251514186179
