letter,input_days,output_days,experiment_name,weighted_metric
F,30,1,23_F_exp8,0.2238805928581885
F,30,1,23_F_exp32,0.482085343727152
F,30,1,23_F_exp64,0.48231335097831735
F,30,7,23_F_exp8,0.22918302234518684
F,30,7,23_F_exp32,0.4837734659306614
F,30,7,23_F_exp64,0.4864371207830051
F,60,1,23_F_exp8,0.5149739763910635
F,60,1,23_F_exp32,0.4348182940567435
F,60,1,23_F_exp64,0.4778886360008141
F,60,7,23_F_exp8,0.4654953133205191
F,60,7,23_F_exp32,0.48172848707769383
F,60,7,23_F_exp64,0.38466698910794195
