letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,23_N_exp8,0.7424511628097098
N,30,1,23_N_exp32,0.7575346060801189
N,30,1,23_N_exp64,0.7368165341733909
N,30,7,23_N_exp8,0.7322747254744084
N,30,7,23_N_exp32,0.7594972709353852
N,30,7,23_N_exp64,0.7442830788811744
N,60,1,23_N_exp8,0.792238049068927
N,60,1,23_N_exp32,0.7797537602202465
N,60,1,23_N_exp64,0.7498619467198163
N,60,7,23_N_exp8,0.7749874827273839
N,60,7,23_N_exp32,0.7510809341113726
N,60,7,23_N_exp64,0.7227464154293329
