,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,f1
0,1,0,0,0,0,30,1,0.056902788579463966,0.056902788579463966,0.9152979254722596,0.7939849495887756,0.8073394298553467,528.0,2314.0,137.0,126.0,2062,71.66642928123473,13_A_exp8,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays1,49,0.8006065038955417
1,1,0,0,0,0,30,7,0.06921112537384032,0.06921113282442093,0.9030513167381288,0.7647544145584106,0.7947673201560974,3706.0,15827.0,1140.0,957.0,2056,99.03486061096191,13_A_exp8,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,66,0.7794720690409611
2,1,0,0,0,0,60,1,0.053583763539791114,0.053583763539791114,0.923202633857727,0.7915905117988586,0.7815884351730347,433.0,2392.0,114.0,121.0,2032,108.9510579109192,13_A_exp8,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,75,0.7865576775046245
3,1,0,0,0,0,60,7,0.06725265085697174,0.06725264340639114,0.9056063890457152,0.7754569053649902,0.8119874000549316,3861.0,15442.0,1118.0,894.0,2026,149.10712432861328,13_A_exp8,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays7,100,0.7933018302338477
4,1,0,0,0,0,30,1,0.0556160993874073,0.0556160993874073,0.9220612049102784,0.7215815782546997,0.8571428656578064,438.0,2425.0,169.0,73.0,2062,63.535406589508064,13_A_exp32,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays1,43,0.7835420603969486
5,1,0,0,0,0,30,7,0.061674132943153374,0.061674132943153374,0.9141470193862916,0.8244338035583496,0.7967871427536011,3968.0,15805.0,845.0,1012.0,2056,129.4415469169617,13_A_exp32,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,87,0.8103747440730914
6,1,0,0,0,0,60,1,0.0592874176800251,0.0592874176800251,0.9179738759994508,0.8706624507904053,0.7656033039093018,552.0,2257.0,82.0,169.0,2032,67.15797901153564,13_A_exp32,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,46,0.8147601292764787
7,1,0,0,0,0,60,7,0.0738486498594284,0.0738486498594284,0.896270215511322,0.7658186554908752,0.7564433217048645,3522.0,15582.0,1077.0,1134.0,2026,41.61604142189026,13_A_exp32,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays7,28,0.7611021181127248
8,1,0,0,0,0,30,1,0.04505819454789162,0.04505819454789162,0.937520146369934,0.846815824508667,0.8241205811500549,492.0,2419.0,89.0,105.0,2062,63.880837202072144,13_A_exp64,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays1,44,0.8353140754582168
9,1,0,0,0,0,30,7,0.061853118240833276,0.061853121966123574,0.9133148193359376,0.826964259147644,0.836373507976532,4631.0,15124.0,969.0,906.0,2056,148.59378600120544,13_A_exp64,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,100,0.8316422702171398
10,1,0,0,0,0,60,1,0.06446214020252228,0.06446214020252228,0.90816992521286,0.7445721626281738,0.8780120611190796,583.0,2196.0,200.0,81.0,2032,39.32767772674561,13_A_exp64,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,27,0.8058051219692934
11,1,0,0,0,0,60,7,0.0554053857922554,0.0554053895175457,0.9217921495437622,0.8142650723457336,0.8375742435455322,3950.0,15698.0,901.0,766.0,2026,151.01138329505918,13_A_exp64,13_A.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays7,100,0.8257551996182416
