,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
4,4,1,0,1,0,2,30,1,0.18078599870204928,0.18078599870204928,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,42.481136083602905,19_C_exp8,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,32,Network 1,C,Min
5,5,1,0,1,0,2,30,7,0.2018606513738632,0.20186063647270205,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.219698667526245,19_C_exp8,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,14,Network 1,C,Min
7,7,1,0,1,0,2,60,7,0.18403121829032892,0.18403121829032892,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,47.124009609222405,19_C_exp8,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,35,Network 1,C,Min
13,13,1,0,1,0,4,30,7,0.2031039148569107,0.2031038999557495,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.053500652313236,19_C_exp8,19_C.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,14,Network 1,C,Min
20,20,1,0,1,0,2,30,1,0.1745327264070511,0.1745327264070511,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,53.25814437866211,19_C_exp32,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,41,Network 1,C,Min
21,21,1,0,1,0,2,30,7,0.1758563071489334,0.1758563220500946,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,50.77987766265869,19_C_exp32,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,38,Network 1,C,Min
22,22,1,0,1,0,2,60,1,0.1909006088972092,0.1909006088972092,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,65.43688321113585,19_C_exp32,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,50,Network 1,C,Min
36,36,1,0,1,0,2,30,1,0.17704403400421145,0.17704403400421145,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,35.69568538665772,19_C_exp64,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,27,Network 1,C,Min
37,37,1,0,1,0,2,30,7,0.1826140433549881,0.1826140284538269,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,43.780396461486816,19_C_exp64,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,33,Network 1,C,Min
38,38,1,0,1,0,2,60,1,0.18398626148700714,0.18398626148700714,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,53.320611238479614,19_C_exp64,19_C.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,41,Network 1,C,Min
18,18,1,0,1,0,1,60,1,0.07142972946166992,0.07142972946166992,0.8302417190259422,0.8232998847961426,0.8373016119003296,1477.0,4024.0,317.0,287.0,2032,55.03884506225586,19_C_exp32,19_C.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,42,Network 1,C,Max
4,4,1,0,1,0,2,30,1,0.20397095382213595,0.20397095382213595,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,20.064357280731198,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,15,Network 2,F,Min
5,5,1,0,1,0,2,30,7,0.20199090242385864,0.20199091732501984,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.15434241294861,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,14,Network 2,F,Min
6,6,1,0,1,0,2,60,1,0.1742819845676422,0.1742819845676422,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,78.75699114799501,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,60,Network 2,F,Min
7,7,1,0,1,0,2,60,7,0.20384743809700007,0.20384743809700007,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,19.27529239654541,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,14,Network 2,F,Min
13,13,1,0,1,0,4,30,7,0.2030765414237976,0.2030765414237976,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,18.90997815132141,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,14,Network 2,F,Min
15,15,1,0,1,0,4,60,7,0.204582080245018,0.2045820653438568,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,20.44318675994873,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,15,Network 2,F,Min
20,20,1,0,1,0,2,30,1,0.17446206510066986,0.17446206510066986,0.0,0.0,0.0,0.0,4427.0,4.0,1764.0,2062,62.78042840957642,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,48,Network 2,F,Min
21,21,1,0,1,0,2,30,7,0.1801883727312088,0.1801883727312088,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,82.764892578125,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,62,Network 2,F,Min
22,22,1,0,1,0,2,60,1,0.18661049008369449,0.18661049008369449,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,32.849807024002075,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,25,Network 2,F,Min
23,23,1,0,1,0,2,60,7,0.1746634542942047,0.17466342449188232,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,52.05912232398987,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,39,Network 2,F,Min
36,36,1,0,1,0,2,30,1,0.1734239161014557,0.1734239161014557,0.0,0.0,0.0,0.0,4419.0,12.0,1764.0,2062,94.33070135116577,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,70,Network 2,F,Min
37,37,1,0,1,0,2,30,7,0.18638743460178367,0.18638743460178367,0.0,0.0,0.0,0.0,30858.0,124.0,12278.0,2056,100.07851815223694,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,75,Network 2,F,Min
38,38,1,0,1,0,2,60,1,0.1818635314702988,0.1818635314702988,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,57.277352809906006,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,44,Network 2,F,Min
39,39,1,0,1,0,2,60,7,0.17778858542442322,0.17778858542442322,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,50.63387703895569,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,38,Network 2,F,Min
34,34,1,0,1,0,1,60,1,0.06714487820863724,0.06714487820863724,0.8334737434801675,0.825820803642273,0.841269850730896,1484.0,4028.0,313.0,280.0,2032,52.60144829750061,19_Q_exp64,19_Q.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,40,Network 2,Q,Max
4,4,1,0,1,0,2,30,1,0.2069844007492065,0.2069844007492065,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,20.160682916641235,19_AA_exp8,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,15,Network 3,AA,Min
5,5,1,0,1,0,2,30,7,0.2026841640472412,0.20268414914608,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.209820985794067,19_AA_exp8,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,14,Network 3,AA,Min
6,6,1,0,1,0,2,60,1,0.1746910661458969,0.1746910661458969,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,95.77043342590332,19_AA_exp8,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,73,Network 3,AA,Min
7,7,1,0,1,0,2,60,7,0.204562708735466,0.2045626938343048,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,18.91804027557373,19_AA_exp8,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,14,Network 3,AA,Min
