,Unnamed: 0,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,f1,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
15,15,1,0,1,0,4,60,7,0.2051239013671875,0.2051239311695099,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,20.465357542037964,19_AA_exp8,19_AA.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,15,Network 3,AA,Min
20,20,1,0,1,0,2,30,1,0.1808571219444275,0.1808571219444275,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,81.2892999649048,19_AA_exp32,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,62,Network 3,AA,Min
21,21,1,0,1,0,2,30,7,0.18280671536922447,0.1828067302703857,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,79.17893886566162,19_AA_exp32,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,59,Network 3,AA,Min
22,22,1,0,1,0,2,60,1,0.17896661162376404,0.17896661162376404,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,76.03773260116576,19_AA_exp32,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,58,Network 3,AA,Min
23,23,1,0,1,0,2,60,7,0.1956983059644699,0.19569829106330872,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,31.982760429382324,19_AA_exp32,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,24,Network 3,AA,Min
36,36,1,0,1,0,2,30,1,0.1873060017824173,0.1873060017824173,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,52.4289128780365,19_AA_exp64,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,40,Network 3,AA,Min
37,37,1,0,1,0,2,30,7,0.20429277420043945,0.20429277420043945,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,25.585512161254893,19_AA_exp64,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,19,Network 3,AA,Min
38,38,1,0,1,0,2,60,1,0.1808384358882904,0.1808384358882904,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,83.69415116310121,19_AA_exp64,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,64,Network 3,AA,Min
39,39,1,0,1,0,2,60,7,0.17951804399490354,0.17951801419258118,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,64.7991931438446,19_AA_exp64,19_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,48,Network 3,AA,Min
34,34,1,0,1,0,1,60,1,0.06974070519208908,0.06974070519208908,0.8392611006082543,0.8169618844985962,0.862811803817749,1522.0,4000.0,341.0,242.0,2032,48.247061252594,19_AA_exp64,19_AA.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,37,Network 3,AA,Max
4,4,1,0,1,0,2,30,1,0.20397095382213595,0.20397095382213595,0.0,0.0,0.0,0.0,4431.0,0.0,1764.0,2062,20.064357280731198,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,15,Network 4,F,Min
5,5,1,0,1,0,2,30,7,0.20199090242385864,0.20199091732501984,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,19.15434241294861,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,14,Network 4,F,Min
6,6,1,0,1,0,2,60,1,0.1742819845676422,0.1742819845676422,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,78.75699114799501,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,60,Network 4,F,Min
7,7,1,0,1,0,2,60,7,0.20384743809700007,0.20384743809700007,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,19.27529239654541,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,14,Network 4,F,Min
13,13,1,0,1,0,4,30,7,0.2030765414237976,0.2030765414237976,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,18.90997815132141,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,14,Network 4,F,Min
15,15,1,0,1,0,4,60,7,0.204582080245018,0.2045820653438568,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,20.44318675994873,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,15,Network 4,F,Min
20,20,1,0,1,0,2,30,1,0.17446206510066986,0.17446206510066986,0.0,0.0,0.0,0.0,4427.0,4.0,1764.0,2062,62.78042840957642,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,48,Network 4,F,Min
21,21,1,0,1,0,2,30,7,0.1801883727312088,0.1801883727312088,0.0,0.0,0.0,0.0,30982.0,0.0,12278.0,2056,82.764892578125,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,62,Network 4,F,Min
22,22,1,0,1,0,2,60,1,0.18661049008369449,0.18661049008369449,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,32.849807024002075,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,25,Network 4,F,Min
23,23,1,0,1,0,2,60,7,0.1746634542942047,0.17466342449188232,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,52.05912232398987,19_F_exp32,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,39,Network 4,F,Min
36,36,1,0,1,0,2,30,1,0.1734239161014557,0.1734239161014557,0.0,0.0,0.0,0.0,4419.0,12.0,1764.0,2062,94.33070135116577,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,70,Network 4,F,Min
37,37,1,0,1,0,2,30,7,0.18638743460178367,0.18638743460178367,0.0,0.0,0.0,0.0,30858.0,124.0,12278.0,2056,100.07851815223694,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays7,75,Network 4,F,Min
38,38,1,0,1,0,2,60,1,0.1818635314702988,0.1818635314702988,0.0,0.0,0.0,0.0,4341.0,0.0,1764.0,2032,57.277352809906006,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,44,Network 4,F,Min
39,39,1,0,1,0,2,60,7,0.17778858542442322,0.17778858542442322,0.0,0.0,0.0,0.0,30376.0,0.0,12254.0,2026,50.63387703895569,19_F_exp64,19_F.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays7,38,Network 4,F,Min
2,2,1,0,1,0,1,60,1,0.08006834983825684,0.08006834983825684,0.8211360471203097,0.7689262628555298,0.8809523582458496,1554.0,3874.0,467.0,210.0,2032,106.23818755149841,19_F_exp8,19_F.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,81,Network 4,F,Max
